protocol,function,algorithm,run,best,n_fes,max_iter,seconds
equal_iterations,F8,BFO,5,1274.0001595710335,22377,500,2.3639956999977585
equal_iterations,F8,BFO,6,1298.0002363730882,22229,500,2.3241579000023194
equal_iterations,F8,BFO,7,1366.0000021702658,22251,500,2.3548888999939663
equal_iterations,F8,BFO,8,1380.0000554899368,22273,500,2.356936299998779
equal_iterations,F8,BFO,9,1439.0000020215489,22358,500,2.6896269999997457
equal_iterations,F8,TSA,0,1069.289508605318,44868,500,14.262011200000416
equal_iterations,F8,TSA,1,1135.3688219208252,45169,500,15.354240600005141
equal_iterations,F8,TSA,2,1131.1384955823842,45143,500,15.501573500005179
equal_iterations,F8,TSA,3,1112.6363962644205,44874,500,14.931735999998637
equal_iterations,F8,TSA,4,1149.332826172409,45036,500,13.401144699993893
equal_iterations,F8,TSA,5,1194.6487992500363,44954,500,14.357658699998865
equal_iterations,F8,TSA,6,1163.804589772321,44983,500,14.640357600001153
equal_iterations,F8,TSA,7,1131.9784408569487,45079,500,14.424652200003038
equal_iterations,F8,TSA,8,1186.663008485014,45198,500,15.320456199988257
equal_iterations,F8,TSA,9,1215.4494115139632,45154,500,15.086754100004327
equal_iterations,F8,SOS,0,935.557038062586,60030,500,8.792103200001293
equal_iterations,F8,SOS,1,1092.9783378895368,60030,500,8.90791189999436
equal_iterations,F8,SOS,2,961.9184886221452,60030,500,7.8966938000085065
equal_iterations,F8,SOS,3,872.0711687206281,60030,500,8.246647500011022
equal_iterations,F8,SOS,4,919.3809839472791,60030,500,8.035375899999053
equal_iterations,F8,SOS,5,871.1772575576273,60030,500,6.732790900001419
equal_iterations,F8,SOS,6,891.6125708513396,60030,500,6.800098400010029
equal_iterations,F8,SOS,7,945.2734682794237,60030,500,6.76544419999118
equal_iterations,F8,SOS,8,919.5844757691813,60030,500,6.791817799996352
equal_iterations,F8,SOS,9,1015.1480265408375,60030,500,6.79505749999953
equal_iterations,F8,ES,0,1054.0,105030,500,11.717864000005648
equal_iterations,F8,ES,1,1054.0,105030,500,12.366497700000764
equal_iterations,F8,ES,2,1152.0,105030,500,12.85504399999627
equal_iterations,F8,ES,3,1010.0,105030,500,12.920420100010233
equal_iterations,F8,ES,4,1040.5,105030,500,13.82200620000367
equal_iterations,F8,ES,5,1139.5,105030,500,13.744898999997531
equal_iterations,F8,ES,6,1070.5,105030,500,13.282702299999073
equal_iterations,F8,ES,7,1205.0,105030,500,13.606277099999716
equal_iterations,F8,ES,8,944.5,105030,500,13.041563200007658
equal_iterations,F8,ES,9,898.0,105030,500,13.622685099995579
equal_iterations,F8,FA,0,1923.103025183812,217562,500,22.170893900009105
equal_iterations,F8,FA,1,2110.5695836492114,217641,500,22.38017210000544
equal_iterations,F8,FA,2,1963.193115819652,217733,500,19.134743100003107
equal_iterations,F8,FA,3,2090.7956163954705,217624,500,18.724422200000845
equal_iterations,F8,FA,4,1932.4906155608073,217588,500,18.99302439999883
equal_iterations,F8,FA,5,1967.3931136017654,217591,500,18.870437399993534
equal_iterations,F8,FA,6,2018.281660592811,217557,500,18.69804469999508
equal_iterations,F8,FA,7,1881.270636644606,217567,500,19.009951400003047
equal_iterations,F8,FA,8,2164.424138115675,217704,500,18.623903999992763
equal_iterations,F8,FA,9,2032.033068640237,217578,500,18.726599299989175
equal_iterations,F9,HS,0,822.1616478556722,530,500,0.10566770000150427
equal_iterations,F9,HS,1,824.0915069865733,530,500,0.08645200000319164
equal_iterations,F9,HS,2,839.4392075865785,530,500,0.08525190000364091
equal_iterations,F9,HS,3,827.5761315439042,530,500,0.08545980000053532
equal_iterations,F9,HS,4,825.2949038706031,530,500,0.1074332999996841
equal_iterations,F9,HS,5,818.9162874754222,530,500,0.11565979999431875
equal_iterations,F9,HS,6,831.4799281875297,530,500,0.09693980000156444
equal_iterations,F9,HS,7,814.7995172550171,530,500,0.11080560000846162
equal_iterations,F9,HS,8,833.5446343945899,530,500,0.14555939999991097
equal_iterations,F9,HS,9,832.0745899441719,530,500,0.14497730000584852
equal_iterations,F9,LSHADE,0,800.7263039613545,8569,500,1.827066300000297
equal_iterations,F9,LSHADE,1,800.0897065274681,8569,500,1.3457932000019355
equal_iterations,F9,LSHADE,2,802.8232529203226,8569,500,1.9321555999922566
equal_iterations,F9,LSHADE,3,800.638930001419,8569,500,1.3467764999950305
equal_iterations,F9,LSHADE,4,800.9108321444768,8569,500,1.3700757000042358
equal_iterations,F9,LSHADE,5,800.635646868508,8569,500,1.8178340000013122
equal_iterations,F9,LSHADE,6,800.190430822565,8569,500,1.8848541000043042
equal_iterations,F9,LSHADE,7,801.6072160270786,8569,500,1.9279074999940349
equal_iterations,F9,LSHADE,8,800.7318514418686,8569,500,1.3277037999941967
equal_iterations,F9,LSHADE,9,800.8130803184496,8569,500,1.3488090999890119
equal_iterations,F9,PSO,0,823.639374548787,15030,500,0.7886096000001999
equal_iterations,F9,PSO,1,815.0170275764111,15030,500,0.6151405999989947
equal_iterations,F9,PSO,2,808.9035305259054,15030,500,0.6158838999981526
equal_iterations,F9,PSO,3,813.0587222563348,15030,500,0.6086314999993192
equal_iterations,F9,PSO,4,817.7578828192761,15030,500,0.7805769999977201
equal_iterations,F9,PSO,5,813.1739747673164,15030,500,0.7628531999944244
equal_iterations,F9,PSO,6,809.362815403532,15030,500,0.7348364000063157
equal_iterations,F9,PSO,7,817.359531095221,15030,500,0.7401342000084696
equal_iterations,F9,PSO,8,826.6836351258121,15030,500,0.6171382000029553
equal_iterations,F9,PSO,9,813.9573606136148,15030,500,0.610153799992986
equal_iterations,F9,GWO,0,803.9312947151228,15030,500,1.5963394999998854
equal_iterations,F9,GWO,1,804.2028139170216,15030,500,1.3598950000014156
equal_iterations,F9,GWO,2,804.3964601189853,15030,500,1.2499537999974564
equal_iterations,F9,GWO,3,804.593654140108,15030,500,1.393010999992839
equal_iterations,F9,GWO,4,804.5897737721896,15030,500,1.355316600005608
equal_iterations,F9,GWO,5,803.7394806173521,15030,500,1.2638195000035921
equal_iterations,F9,GWO,6,802.9627140349613,15030,500,1.5970939999970142
equal_iterations,F9,GWO,7,805.0707291520656,15030,500,1.527372299999115
equal_iterations,F9,GWO,8,806.4018775831661,15030,500,1.508900500004529
equal_iterations,F9,GWO,9,805.5065011359222,15030,500,1.5045776999904774
equal_iterations,F9,HHO,0,811.5100169878992,27880,500,1.8849557000066852
equal_iterations,F9,HHO,1,808.9897732354577,27776,500,1.5847249000071315
equal_iterations,F9,HHO,2,816.4899398071509,27938,500,1.4696306999976514
equal_iterations,F9,HHO,3,806.6130504603582,27866,500,1.5967413000034867
equal_iterations,F9,HHO,4,809.1861353401299,27598,500,1.6084541000018362
equal_iterations,F9,HHO,5,839.9490882855106,27926,500,1.6288526999996975
equal_iterations,F9,HHO,6,807.2834999982497,27660,500,1.6157291999988956
equal_iterations,F9,HHO,7,829.256850242282,27620,500,1.8382068000064464
equal_iterations,F9,HHO,8,817.7444236423232,28090,500,1.8464994999958435
equal_iterations,F9,HHO,9,815.824722476276,27696,500,1.9441735000000335
equal_iterations,F9,BFO,0,817.1308361032483,25243,500,1.929941599999438
equal_iterations,F9,BFO,1,827.3286831176883,25727,500,1.9587363000027835
equal_iterations,F9,BFO,2,818.731405593479,25768,500,1.4673290000064299
equal_iterations,F9,BFO,3,812.8944723440906,25800,500,1.4626448999915738
equal_iterations,F9,BFO,4,812.0147660226796,25865,500,1.4609800000034738
equal_iterations,F9,BFO,5,822.0367050434394,25541,500,1.4467048999940744
equal_iterations,F9,BFO,6,825.3485181351325,25818,500,1.460181200003717
equal_iterations,F9,BFO,7,815.8514466717318,25879,500,1.456406800003606
equal_iterations,F9,BFO,8,822.4864041995853,25546,500,1.4480522999947425
equal_iterations,F9,BFO,9,817.2416673086415,25534,500,1.6417452000023331
equal_iterations,F9,TSA,0,800.6568957423787,44974,500,11.425192199996673
equal_iterations,F9,TSA,1,800.840165850499,44723,500,10.420704700009082
equal_iterations,F9,TSA,2,801.513037955954,45127,500,11.342481200001203
equal_iterations,F9,TSA,3,800.9846363475976,44962,500,11.299282200008747
equal_iterations,F9,TSA,4,800.8987867293691,44963,500,10.354006900000968
equal_iterations,F9,TSA,5,801.059506137929,45081,500,10.917895599995973
equal_iterations,F9,TSA,6,801.2000826452105,45273,500,11.010394700002507
equal_iterations,F9,TSA,7,800.7675062735789,45000,500,10.620945700007724
equal_iterations,F9,TSA,8,801.5042233101881,44703,500,10.886379400006263
equal_iterations,F9,TSA,9,800.8991347405974,45020,500,11.040892400007579
equal_iterations,F9,SOS,0,805.0833086392335,60030,500,5.371545299989521
equal_iterations,F9,SOS,1,801.6242565796448,60030,500,5.080289799996535
equal_iterations,F9,SOS,2,807.8846293486206,60030,500,5.3350883000093745
equal_iterations,F9,SOS,3,803.8993685563311,60030,500,5.149973799998406
equal_iterations,F9,SOS,4,804.6354737638112,60030,500,3.9429170999937924
equal_iterations,F9,SOS,5,801.9931981986408,60030,500,4.5562527000001865
equal_iterations,F9,SOS,6,802.6443269078229,60030,500,4.500800999987405
equal_iterations,F9,SOS,7,801.6315938917986,60030,500,4.4993422999978065
equal_iterations,F9,SOS,8,803.5423841926493,60030,500,4.4813009000063175
equal_iterations,F9,SOS,9,810.8271355957578,60030,500,5.105922099988675
equal_iterations,F9,ES,0,805.2681897012673,105030,500,7.936561700000311
equal_iterations,F9,ES,1,810.4300196575023,105030,500,8.022807699991972
equal_iterations,F9,ES,2,811.2572630260369,105030,500,7.793997000000672
equal_iterations,F9,ES,3,815.3130671160313,105030,500,8.172354799986351
equal_iterations,F9,ES,4,805.7500884507373,105030,500,6.537112899997737
equal_iterations,F9,ES,5,815.8503034603732,105030,500,6.817787799998769
equal_iterations,F9,ES,6,811.4597230618424,105030,500,6.551226099996711
equal_iterations,F9,ES,7,810.332257142422,105030,500,6.488387000004877
equal_iterations,F9,ES,8,821.7480557745772,105030,500,6.870147699999507
equal_iterations,F9,ES,9,809.2903224435624,105030,500,6.6201987999957055
equal_iterations,F9,FA,0,925.3083893555638,217527,500,12.173080799999298
equal_iterations,F9,FA,1,900.1983410572001,217533,500,12.392286500005866
equal_iterations,F9,FA,2,920.1540604011188,217519,500,10.891537700008485
equal_iterations,F9,FA,3,872.9592170343443,217539,500,10.620960200001718
equal_iterations,F9,FA,4,905.1140051501033,217536,500,10.574340899998788
equal_iterations,F9,FA,5,913.2811042147765,217553,500,10.751157499995315
equal_iterations,F9,FA,6,900.0307455305142,217533,500,10.618049900003825
equal_iterations,F9,FA,7,928.1107951445148,217561,500,10.431935500004329
equal_iterations,F9,FA,8,935.1025432740151,217550,500,10.051349800007301
equal_iterations,F9,FA,9,929.4873171630177,217531,500,10.25372029999562
equal_iterations,F10,HS,0,6650.218662284393,530,500,0.09973809999064542
equal_iterations,F10,HS,1,6126.40495514616,530,500,0.09948109999822918
equal_iterations,F10,HS,2,5784.470292032167,530,500,0.096551399998134
equal_iterations,F10,HS,3,6247.114375984589,530,500,0.09865549999813084
equal_iterations,F10,HS,4,5989.49301139681,530,500,0.10178219999943394
equal_iterations,F10,HS,5,7456.023974296388,530,500,0.14735769999970216
equal_iterations,F10,HS,6,6005.32892011636,530,500,0.1565847999881953
equal_iterations,F10,HS,7,7108.635997834253,530,500,0.16176599999016616
equal_iterations,F10,HS,8,5930.383787571449,530,500,0.16388939999160357
equal_iterations,F10,HS,9,7053.458408931213,530,500,0.16174100000353064
equal_iterations,F10,LSHADE,0,-2399.6948820654507,8569,500,2.2596168000018224
equal_iterations,F10,LSHADE,1,-3820.703132558676,8569,500,1.8303633000032278
equal_iterations,F10,LSHADE,2,-2696.184682499812,8569,500,2.2810504000080982
equal_iterations,F10,LSHADE,3,-1562.9194504177776,8569,500,2.1263501000066753
equal_iterations,F10,LSHADE,4,-1370.309868952927,8569,500,1.644231199999922
equal_iterations,F10,LSHADE,5,-3530.9828517284222,8569,500,1.9090696000057505
equal_iterations,F10,LSHADE,6,-2287.7596194312773,8569,500,1.6391582999931416
equal_iterations,F10,LSHADE,7,-3222.116637013769,8569,500,2.2776907999941614
equal_iterations,F10,LSHADE,8,-2628.9021630596017,8569,500,1.6731246999988798
equal_iterations,F10,LSHADE,9,-3701.8983240726084,8569,500,2.248246699993615
equal_iterations,F10,PSO,0,-2456.483594797761,15030,500,1.3147807000059402
equal_iterations,F10,PSO,1,306.6481042251344,15030,500,1.3166897000046447
equal_iterations,F10,PSO,2,-2598.473875630145,15030,500,1.1712355999916326
equal_iterations,F10,PSO,3,1875.0565088659387,15030,500,1.3246925999992527
equal_iterations,F10,PSO,4,289.0168779666419,15030,500,1.4371765999967465
equal_iterations,F10,PSO,5,100.02038004143287,15030,500,1.162620400005835
equal_iterations,F10,PSO,6,2093.6176226394728,15030,500,1.3022295999980997
equal_iterations,F10,PSO,7,48.76885096788101,15030,500,1.3245871999970404
equal_iterations,F10,PSO,8,-790.4030072293226,15030,500,1.3176730999985011
equal_iterations,F10,PSO,9,609.5619902371309,15030,500,1.3949440000142204
equal_iterations,F10,GWO,0,-589.1923469900175,15030,500,2.004755900008604
equal_iterations,F10,GWO,1,701.7132914522062,15030,500,2.063036600011401
equal_iterations,F10,GWO,2,-1065.7495023684714,15030,500,1.8329311999987112
equal_iterations,F10,GWO,3,-1557.6284319959886,15030,500,1.8564451999991434
equal_iterations,F10,GWO,4,-220.2701726301293,15030,500,1.9960703999968246
equal_iterations,F10,GWO,5,-1064.9281530474782,15030,500,2.0266307999991113
equal_iterations,F10,GWO,6,-1235.2503861035984,15030,500,1.8379077999998117
equal_iterations,F10,GWO,7,944.3331206657313,15030,500,2.110705799990683
equal_iterations,F10,GWO,8,-1674.6869879628575,15030,500,2.0861486999929184
equal_iterations,F10,GWO,9,-499.93970916573744,15030,500,2.182064499997068
equal_iterations,F10,HHO,0,2250.979059353287,27776,500,2.9037712999997893
equal_iterations,F10,HHO,1,-1722.059332116025,27918,500,3.115318299998762
equal_iterations,F10,HHO,2,248.22928539968598,27978,500,2.533715099998517
equal_iterations,F10,HHO,3,84.51653391060063,27942,500,2.4687762999965344
equal_iterations,F10,HHO,4,2177.3968810724964,27268,500,2.861744499998167
equal_iterations,F10,HHO,5,-231.76727975750146,28008,500,2.981180200004019
equal_iterations,F10,HHO,6,5556.088649427733,27612,500,2.8081366999977035
equal_iterations,F10,HHO,7,1758.6133907308777,27982,500,3.044672799995169
equal_iterations,F10,HHO,8,4556.701688299656,28096,500,2.965899700007867
equal_iterations,F10,HHO,9,4801.716677404618,27518,500,2.898308800009545
equal_iterations,F10,BFO,0,-678.8993456367443,22979,500,2.603963199988357
equal_iterations,F10,BFO,1,-3053.290362708365,22819,500,2.761372199995094
equal_iterations,F10,BFO,2,110.50155929036555,22829,500,2.2351389000104973
equal_iterations,F10,BFO,3,-1585.560781813263,22742,500,2.208178400003817
equal_iterations,F10,BFO,4,-2502.887323579136,22823,500,2.210967700011679
equal_iterations,F10,BFO,5,-1165.150219672907,22698,500,2.487173500005156
equal_iterations,F10,BFO,6,-2758.997416005115,22772,500,2.683402099995874
equal_iterations,F10,BFO,7,-155.14382662748903,23059,500,2.249763100000564
equal_iterations,F10,BFO,8,-1365.7563556209843,22589,500,2.4045206000009784
equal_iterations,F10,BFO,9,-1228.441487240838,22816,500,2.2290957999939565
equal_iterations,F10,TSA,0,3687.8028107975933,45095,500,12.954119400004856
equal_iterations,F10,TSA,1,3521.241168891531,44879,500,13.255845699997735
equal_iterations,F10,TSA,2,2122.6631855028263,45171,500,13.332953599994653
equal_iterations,F10,TSA,3,4100.668110647668,45021,500,13.372472100003506
equal_iterations,F10,TSA,4,4090.3308096311102,44845,500,14.107375499996124
equal_iterations,F10,TSA,5,3630.9938514362984,44935,500,14.287818600001629
equal_iterations,F10,TSA,6,4594.077698146122,44755,500,14.160200199999963
equal_iterations,F10,TSA,7,4726.250264031029,44796,500,14.539384400006384
equal_iterations,F10,TSA,8,3234.1845599097924,45213,500,14.512630199998966
equal_iterations,F10,TSA,9,4072.007161229025,45059,500,14.537309899998945
equal_iterations,F10,SOS,0,-1463.8318056025491,60030,500,6.392068600005587
equal_iterations,F10,SOS,1,350.04087079267265,60030,500,8.021364200001699
equal_iterations,F10,SOS,2,-1827.5974148077858,60030,500,7.561364600012894
equal_iterations,F10,SOS,3,-1845.4900140821192,60030,500,8.062919800009695
equal_iterations,F10,SOS,4,8.984721493314282,60030,500,6.304026900004828
equal_iterations,F10,SOS,5,-1034.472747021795,60030,500,6.377056299999822
equal_iterations,F10,SOS,6,-1104.9596172590936,60030,500,6.349966900001164
equal_iterations,F10,SOS,7,-1172.0783881832394,60030,500,6.361071399995126
equal_iterations,F10,SOS,8,-1110.4197320576222,60030,500,6.330910699995002
equal_iterations,F10,SOS,9,-1116.4143814075687,60030,500,7.4083754000021145
equal_iterations,F10,ES,0,-3378.7484048119404,105030,500,12.22951400000602
equal_iterations,F10,ES,1,-2064.3868149018253,105030,500,10.90142979999655
equal_iterations,F10,ES,2,402.03165271461694,105030,500,10.886397399997804
equal_iterations,F10,ES,3,-3616.326611776829,105030,500,12.20699859999877
equal_iterations,F10,ES,4,-942.5519605940499,105030,500,12.961329500001739
equal_iterations,F10,ES,5,-1849.6216479569339,105030,500,12.216923200001474
equal_iterations,F10,ES,6,-2155.193070189238,105030,500,12.246520200002124
equal_iterations,F10,ES,7,-1541.7096860909805,105030,500,12.294223300006706
equal_iterations,F10,ES,8,-787.8663151368091,105030,500,12.231220500005293
equal_iterations,F10,ES,9,-2647.329204023654,105030,500,11.849045399998431
equal_iterations,F10,FA,0,7686.3339469920475,217604,500,20.23655129999679
equal_iterations,F10,FA,1,8282.128340604562,217670,500,19.725989099999424
equal_iterations,F10,FA,2,7643.465406109704,217690,500,18.201540300011402
equal_iterations,F10,FA,3,6794.850290756239,217779,500,17.07288000000699
equal_iterations,F10,FA,4,7418.761458094408,217669,500,17.13063489999331
equal_iterations,F10,FA,5,7147.516337293062,217595,500,16.803243899994413
equal_iterations,F10,FA,6,8474.709513647536,217620,500,17.046479899989208
equal_iterations,F10,FA,7,5734.126149765007,217591,500,16.662311200008844
equal_iterations,F10,FA,8,6892.658264492854,217700,500,17.014514900001814
equal_iterations,F10,FA,9,8170.519041258481,217666,500,16.888827800008585
equal_iterations,F11,HS,0,2174920.5452015596,530,500,0.12670090000028722
equal_iterations,F11,HS,1,1353839.5787534337,530,500,0.11367829999653623
equal_iterations,F11,HS,2,33707903.97084056,530,500,0.09550460000173189
equal_iterations,F11,HS,3,19058640.15061907,530,500,0.11821710001095198
equal_iterations,F11,HS,4,18681534.84881207,530,500,0.09154710000439081
equal_iterations,F11,HS,5,11754628.327026235,530,500,0.14988650000304915
equal_iterations,F11,HS,6,19255388.394191325,530,500,0.09074279999185819
equal_iterations,F11,HS,7,29224261.97494099,530,500,0.151791600001161
equal_iterations,F11,HS,8,14726646.27159814,530,500,0.15149699999892619
equal_iterations,F11,HS,9,9429148.031721435,530,500,0.15601999999489635
equal_iterations,F11,LSHADE,0,10664.361399122145,8569,500,2.183726500006742
equal_iterations,F11,LSHADE,1,2518.486084400294,8569,500,2.117798400009633
equal_iterations,F11,LSHADE,2,6118.90066180815,8569,500,1.903688800011878
equal_iterations,F11,LSHADE,3,8453.361677489467,8569,500,2.026259000005666
equal_iterations,F11,LSHADE,4,10149.137868466356,8569,500,1.4615499000065029
equal_iterations,F11,LSHADE,5,18267.646545142186,8569,500,2.06559619998734
equal_iterations,F11,LSHADE,6,24149.25443415001,8569,500,2.1487195000081556
equal_iterations,F11,LSHADE,7,4465.817916446066,8569,500,1.6126749999966705
equal_iterations,F11,LSHADE,8,15856.170715616554,8569,500,1.8662459999904968
equal_iterations,F11,LSHADE,9,11051.9712222918,8569,500,1.457466599997133
equal_iterations,F11,PSO,0,280640.6123648367,15030,500,1.1261407999991206
equal_iterations,F11,PSO,1,186165.8182724162,15030,500,1.0274826000095345
equal_iterations,F11,PSO,2,345494.6268579501,15030,500,0.790252299993881
equal_iterations,F11,PSO,3,364472.79045357136,15030,500,1.0439420999900904
equal_iterations,F11,PSO,4,415251.0610814511,15030,500,1.023265399999218
equal_iterations,F11,PSO,5,17106701.23038609,15030,500,1.0480700000043726
equal_iterations,F11,PSO,6,244194.70676522847,15030,500,1.0135722999984864
equal_iterations,F11,PSO,7,1849826.0855553043,15030,500,1.110970100009581
equal_iterations,F11,PSO,8,8556501.248786176,15030,500,0.9987355999910505
equal_iterations,F11,PSO,9,3806240.6249900474,15030,500,1.1017147999955341
equal_iterations,F11,GWO,0,108860.14647895025,15030,500,1.8740683000069112
equal_iterations,F11,GWO,1,98263.2493129157,15030,500,1.8303871000098297
equal_iterations,F11,GWO,2,100808.02390576516,15030,500,1.4686012000020128
equal_iterations,F11,GWO,3,119338.08192956382,15030,500,1.8541179000021657
equal_iterations,F11,GWO,4,103890.73231430652,15030,500,1.484102400005213
equal_iterations,F11,GWO,5,143946.25818359188,15030,500,1.9386536000092747
equal_iterations,F11,GWO,6,141132.5562164096,15030,500,1.4734499000041978
equal_iterations,F11,GWO,7,113222.51649367614,15030,500,1.4744140999973752
equal_iterations,F11,GWO,8,94891.34338063774,15030,500,1.824051600007806
equal_iterations,F11,GWO,9,104305.36812687315,15030,500,1.804707800009055
equal_iterations,F11,HHO,0,129948.20868627384,27700,500,2.2853022000053898
equal_iterations,F11,HHO,1,243611.3438623531,28062,500,2.5415609999909066
equal_iterations,F11,HHO,2,165227.41026018033,27808,500,1.7838467999972636
equal_iterations,F11,HHO,3,142799.25264374528,28046,500,2.2385757000010926
equal_iterations,F11,HHO,4,198483.91719577843,28054,500,2.2221003000013297
equal_iterations,F11,HHO,5,189524.65664521593,27438,500,2.299513999998453
equal_iterations,F11,HHO,6,113781.06360779838,27710,500,2.230248899999424
equal_iterations,F11,HHO,7,75183.6570267354,27650,500,2.3513853999902494
equal_iterations,F11,HHO,8,99339.44627561887,27848,500,2.3693491000012727
equal_iterations,F11,HHO,9,144802.7903014099,28188,500,2.513036499993177
equal_iterations,F11,BFO,0,169872.5972130791,26599,500,2.5495015000051353
equal_iterations,F11,BFO,1,134368.67031263062,26387,500,2.548215799994068
equal_iterations,F11,BFO,2,115328.59045339921,27753,500,1.934405500011053
equal_iterations,F11,BFO,3,54763.5964921999,27343,500,1.8818944999948144
equal_iterations,F11,BFO,4,209609.39586014813,26225,500,1.83107580000069
equal_iterations,F11,BFO,5,145336.7449517495,27958,500,1.915491000007023
equal_iterations,F11,BFO,6,85543.23226148909,27658,500,1.9068140000017593
equal_iterations,F11,BFO,7,72184.60625935943,27464,500,1.8979851999902166
equal_iterations,F11,BFO,8,143722.3584139338,26746,500,1.8546419000049355
equal_iterations,F11,BFO,9,97198.23567416621,27657,500,2.5147400999994716
equal_iterations,F11,TSA,0,186786.22227710768,45214,500,11.776126400000066
equal_iterations,F11,TSA,1,228255.8152268104,44822,500,12.523327099988819
equal_iterations,F11,TSA,2,144264.4683490972,45334,500,11.785551699998905
equal_iterations,F11,TSA,3,191705.20764342078,44941,500,11.426937300013378
equal_iterations,F11,TSA,4,209816.04903789042,45000,500,12.571893700005603
equal_iterations,F11,TSA,5,237028.67348537932,44919,500,12.032436900000903
equal_iterations,F11,TSA,6,257202.26583580833,45338,500,12.565580800001044
equal_iterations,F11,TSA,7,323646.8283545785,44964,500,12.089013499993598
equal_iterations,F11,TSA,8,199605.83912937477,44960,500,12.62007829999493
equal_iterations,F11,TSA,9,147031.6571227059,44813,500,12.257951800012961
equal_iterations,F11,SOS,0,11712.94910586799,60030,500,6.580393099997309
equal_iterations,F11,SOS,1,22448.048558323833,60030,500,6.5797721999988426
equal_iterations,F11,SOS,2,11667.240171142195,60030,500,5.8769328000053065
equal_iterations,F11,SOS,3,22136.51721298149,60030,500,4.69780590001028
equal_iterations,F11,SOS,4,4488.0687832414105,60030,500,4.928545899994788
equal_iterations,F11,SOS,5,5439.029588235106,60030,500,6.217328600003384
equal_iterations,F11,SOS,6,6725.438479473326,60030,500,5.78177620000497
equal_iterations,F11,SOS,7,31973.574979271412,60030,500,6.265927000000374
equal_iterations,F11,SOS,8,9253.985476310663,60030,500,6.4162106000003405
equal_iterations,F11,SOS,9,6392.861768253806,60030,500,4.691305799991824
equal_iterations,F11,ES,0,73458.07232567048,105030,500,7.797649800006184
equal_iterations,F11,ES,1,47491.60820434915,105030,500,7.770615999994334
equal_iterations,F11,ES,2,78966.98816230535,105030,500,9.115542699990328
equal_iterations,F11,ES,3,75756.66121614783,105030,500,9.857246700004907
equal_iterations,F11,ES,4,80509.21714152256,105030,500,8.120788100000937
equal_iterations,F11,ES,5,39750.61967582555,105030,500,7.7404872000042815
equal_iterations,F11,ES,6,33647.19192490432,105030,500,7.7636306999920635
equal_iterations,F11,ES,7,75836.45386767467,105030,500,9.702684399991995
equal_iterations,F11,ES,8,46232.26698255915,105030,500,9.634047999992617
equal_iterations,F11,ES,9,32735.123410113425,105030,500,9.882972199993674
equal_iterations,F11,FA,0,5178480283.358055,217535,500,15.695604299995466
equal_iterations,F11,FA,1,13619021562.364288,217544,500,15.326280699999188
equal_iterations,F11,FA,2,13677164141.99752,217527,500,12.503415800005314
equal_iterations,F11,FA,3,1776941345.8408182,217540,500,12.743835500004934
equal_iterations,F11,FA,4,9384582400.2068,217543,500,12.82368729999871
equal_iterations,F11,FA,5,1134370743.7390327,217538,500,12.470278199994937
equal_iterations,F11,FA,6,1831443713.9752128,217532,500,12.564563199994154
equal_iterations,F11,FA,7,3157958395.031512,217529,500,12.214865700007067
equal_iterations,F11,FA,8,6109295997.550667,217536,500,11.61926589999348
equal_iterations,F11,FA,9,6744421960.443048,217513,500,11.681548200009274
equal_iterations,F12,HS,0,2343638831.8522296,530,500,0.16253319999668747
equal_iterations,F12,HS,1,2041780854.0221684,530,500,0.15920709999045357
equal_iterations,F12,HS,2,3081072226.3550014,530,500,0.12808330000552814
equal_iterations,F12,HS,3,992471163.6673687,530,500,0.1569236999930581
equal_iterations,F12,HS,4,1824011414.4768527,530,500,0.1746757999935653
equal_iterations,F12,HS,5,3136747513.7411966,530,500,0.122698399994988
equal_iterations,F12,HS,6,2837259234.4789014,530,500,0.1762114000011934
equal_iterations,F12,HS,7,3626764462.298132,530,500,0.13099639999563806
equal_iterations,F12,HS,8,2438187125.479748,530,500,0.13384759999462403
equal_iterations,F12,HS,9,3060100158.4027324,530,500,0.18654770001012366
equal_iterations,F12,LSHADE,0,90737.5824545444,8569,500,2.668779799991171
equal_iterations,F12,LSHADE,1,507119.00763572054,8569,500,2.465865299993311
equal_iterations,F12,LSHADE,2,14889.251627085709,8569,500,2.4569581000105245
equal_iterations,F12,LSHADE,3,202788.15806863835,8569,500,2.381706899992423
equal_iterations,F12,LSHADE,4,6935.333310405865,8569,500,2.134374300003401
equal_iterations,F12,LSHADE,5,50930.518468695416,8569,500,2.4640798999898834
equal_iterations,F12,LSHADE,6,57880.91219299953,8569,500,2.1509820999926887
equal_iterations,F12,LSHADE,7,16545.900913732163,8569,500,2.0750522000016645
equal_iterations,F12,LSHADE,8,27989.994311324073,8569,500,2.5665071999974316
equal_iterations,F12,LSHADE,9,44716.67026621951,8569,500,2.2846341999975266
equal_iterations,F12,PSO,0,5316764995.655925,15030,500,1.6289168999937829
equal_iterations,F12,PSO,1,3155612466.0058556,15030,500,1.6316595999960555
equal_iterations,F12,PSO,2,2059631004.7171493,15030,500,1.7287594999943394
equal_iterations,F12,PSO,3,7143706371.780141,15030,500,1.6050351999874692
equal_iterations,F12,PSO,4,7755232003.091527,15030,500,1.6295215999998618
equal_iterations,F12,PSO,5,5185528401.884434,15030,500,1.626499399993918
equal_iterations,F12,PSO,6,6078129719.519467,15030,500,1.8219091999926604
equal_iterations,F12,PSO,7,3333291121.022213,15030,500,1.614283200004138
