Benchmark,Algorithm,Iter_0,Iter_1,Iter_2,Iter_3,Iter_4,Iter_5,Iter_6,Iter_7,Iter_8,Iter_9,Iter_10,Iter_11,Iter_12,Iter_13,Iter_14,Iter_15,Iter_16,Iter_17,Iter_18,Iter_19,Iter_20,Iter_21,Iter_22,Iter_23,Iter_24,Iter_25,Iter_26,Iter_27,Iter_28,Iter_29,Iter_30,Iter_31,Iter_32,Iter_33,Iter_34,Iter_35,Iter_36,Iter_37,Iter_38,Iter_39,Iter_40,Iter_41,Iter_42,Iter_43,Iter_44,Iter_45,Iter_46,Iter_47,Iter_48,Iter_49,Iter_50,Iter_51,Iter_52,Iter_53,Iter_54,Iter_55,Iter_56,Iter_57,Iter_58,Iter_59,Iter_60,Iter_61,Iter_62,Iter_63,Iter_64,Iter_65,Iter_66,Iter_67,Iter_68,Iter_69,Iter_70,Iter_71,Iter_72,Iter_73,Iter_74,Iter_75,Iter_76,Iter_77,Iter_78,Iter_79,Iter_80,Iter_81,Iter_82,Iter_83,Iter_84,Iter_85,Iter_86,Iter_87,Iter_88,Iter_89,Iter_90,Iter_91,Iter_92,Iter_93,Iter_94,Iter_95,Iter_96,Iter_97,Iter_98,Iter_99,Iter_100
Rastrigin,SOS,4.493871e+02,3.175877e+02,2.867593e+02,2.688973e+02,2.377219e+02,2.266575e+02,2.131568e+02,1.892919e+02,1.824343e+02,1.754642e+02,1.516221e+02,1.424545e+02,1.387038e+02,1.387038e+02,1.243894e+02,1.048819e+02,1.046994e+02,9.995484e+01,9.780646e+01,9.002200e+01,8.260204e+01,7.993295e+01,7.232044e+01,6.735289e+01,6.122651e+01,4.400667e+01,3.640301e+01,3.532173e+01,2.522991e+01,2.425323e+01,2.097174e+01,1.355782e+01,1.211920e+01,1.102019e+01,7.453625e+00,4.681210e+00,4.672410e+00,4.423253e+00,2.515077e+00,2.230347e+00,1.410258e+00,1.096660e+00,1.025611e+00,6.885353e-01,4.917603e-01,3.934767e-01,3.688516e-01,2.569140e-01,1.017967e-01,7.983480e-02,7.811578e-02,5.964899e-02,5.943548e-02,2.554529e-02,2.549386e-02,2.542374e-02,9.119515e-03,1.470265e-03,1.464259e-03,1.458306e-03,1.248293e-03,8.329936e-04,6.083846e-04,2.967167e-04,2.089972e-04,1.443436e-04,7.931799e-05,4.722281e-05,2.722506e-05,1.524607e-05,1.051771e-05,6.954751e-06,4.482032e-06,1.848697e-06,1.848541e-06,8.722090e-07,4.271851e-07,2.182435e-07,2.093662e-07,8.158776e-08,3.559862e-08,2.433716e-08,1.043114e-08,6.607900e-09,1.299463e-09,1.298815e-09,1.026979e-09,4.201752e-10,2.024876e-10,8.551524e-11,3.796004e-11,2.255547e-11,1.507487e-11,9.242740e-12,7.423751e-12,2.910383e-12,1.898570e-12,8.071765e-13,3.524292e-13,2.501110e-13,1.705303e-13
Ackley,PSO,2.070829e+01,2.056847e+01,2.053646e+01,2.050163e+01,2.037284e+01,2.030265e+01,2.027364e+01,2.026757e+01,2.026757e+01,2.026726e+01,2.026726e+01,2.026718e+01,2.026661e+01,2.026648e+01,2.025848e+01,2.025834e+01,2.025834e+01,2.025834e+01,2.025834e+01,2.025834e+01,2.025834e+01,2.025834e+01,2.023906e+01,2.023887e+01,2.022844e+01,2.022844e+01,2.022842e+01,2.022842e+01,2.022842e+01,2.022842e+01,2.022842e+01,2.022842e+01,2.022842e+01,2.022842e+01,2.022842e+01,2.021867e+01,2.019718e+01,2.015878e+01,2.007682e+01,2.007682e+01,2.002868e+01,2.002868e+01,2.002868e+01,2.002868e+01,1.998370e+01,1.998370e+01,1.997350e+01,1.997350e+01,1.996533e+01,1.996533e+01,1.996533e+01,1.992416e+01,1.988910e+01,1.985304e+01,1.979282e+01,1.975767e+01,1.975767e+01,1.974759e+01,1.966142e+01,1.966142e+01,1.966142e+01,1.966142e+01,1.966142e+01,1.957991e+01,1.953007e+01,1.940672e+01,1.938404e+01,1.931990e+01,1.931336e+01,1.914156e+01,1.911784e+01,1.911784e+01,1.911783e+01,1.911783e+01,1.906628e+01,1.904616e+01,1.904185e+01,1.903895e+01,1.903801e+01,1.902554e+01,1.901461e+01,1.890049e+01,1.890047e+01,1.886692e+01,1.886692e+01,1.885012e+01,1.874836e+01,1.870779e+01,1.870779e+01,1.863926e+01,1.863317e+01,1.861426e+01,1.859542e+01,1.859313e+01,1.856677e+01,1.852678e+01,1.849395e+01,1.849047e+01,1.845224e+01,1.842186e+01,1.841283e+01
Ackley,GWO,2.072102e+01,2.041097e+01,1.988755e+01,1.954001e+01,1.872842e+01,1.812114e+01,1.708970e+01,1.644688e+01,1.572467e+01,1.422558e+01,1.313532e+01,1.219702e+01,1.113057e+01,1.011540e+01,9.161681e+00,7.980948e+00,7.090679e+00,6.373634e+00,5.891121e+00,5.281952e+00,4.978809e+00,4.589751e+00,4.286891e+00,3.845397e+00,3.473218e+00,3.250397e+00,2.867226e+00,2.498391e+00,2.249579e+00,1.935488e+00,1.724559e+00,1.517586e+00,1.245919e+00,1.037688e+00,8.442710e-01,6.570403e-01,5.154391e-01,4.450245e-01,3.645816e-01,3.190677e-01,2.753739e-01,2.358361e-01,1.993837e-01,1.751682e-01,1.609193e-01,1.429871e-01,1.268579e-01,1.119745e-01,9.911948e-02,9.040997e-02,8.041805e-02,7.227382e-02,6.612855e-02,5.948535e-02,5.486154e-02,5.057123e-02,4.644950e-02,4.328588e-02,3.996473e-02,3.799918e-02,3.529076e-02,3.296760e-02,3.110319e-02,2.918866e-02,2.764779e-02,2.637881e-02,2.482157e-02,2.374625e-02,2.237845e-02,2.130402e-02,2.051599e-02,1.952922e-02,1.870276e-02,1.801967e-02,1.742644e-02,1.690594e-02,1.636786e-02,1.571937e-02,1.528758e-02,1.481660e-02,1.445877e-02,1.400004e-02,1.364794e-02,1.332077e-02,1.305491e-02,1.275570e-02,1.250568e-02,1.228289e-02,1.208952e-02,1.192350e-02,1.176472e-02,1.159617e-02,1.145363e-02,1.137167e-02,1.127207e-02,1.117590e-02,1.110345e-02,1.105068e-02,1.102567e-02,1.099090e-02,1.097985e-02
Ackley,WOA,2.065835e+01,2.052265e+01,2.027340e+01,2.008987e+01,1.992938e+01,1.981415e+01,1.973408e+01,1.966423e+01,1.954589e+01,1.941209e+01,1.920111e+01,1.916683e+01,1.907846e+01,1.869330e+01,1.857371e+01,1.856942e+01,1.851637e+01,1.839448e+01,1.816766e+01,1.807000e+01,1.804602e+01,1.797651e+01,1.761053e+01,1.746097e+01,1.716853e+01,1.697114e+01,1.693068e+01,1.673783e+01,1.635641e+01,1.612432e+01,1.591749e+01,1.588681e+01,1.560064e+01,1.546559e+01,1.531403e+01,1.495732e+01,1.483509e+01,1.466013e+01,1.423816e+01,1.412307e+01,1.393965e+01,1.393941e+01,1.369567e+01,1.367195e+01,1.350910e+01,1.344957e+01,1.339903e+01,1.336045e+01,1.326010e+01,1.319097e+01,1.310825e+01,1.305655e+01,1.291140e+01,1.285671e+01,1.279139e+01,1.271120e+01,1.261492e+01,1.255468e+01,1.249351e+01,1.246711e+01,1.240007e+01,1.235807e+01,1.232511e+01,1.226073e+01,1.218897e+01,1.216785e+01,1.215184e+01,1.212499e+01,1.210201e+01,1.208768e+01,1.207506e+01,1.206354e+01,1.205316e+01,1.204908e+01,1.204188e+01,1.203236e+01,1.202642e+01,1.201911e+01,1.201569e+01,1.201225e+01,1.200958e+01,1.200756e+01,1.200537e+01,1.200324e+01,1.200175e+01,1.200040e+01,1.199883e+01,1.199734e+01,1.199625e+01,1.199530e+01,1.199452e+01,1.199414e+01,1.199339e+01,1.199274e+01,1.199199e+01,1.199178e+01,1.199139e+01,1.199105e+01,1.199038e+01,1.198975e+01,1.198953e+01
Ackley,MFO,2.070958e+01,2.067495e+01,2.067495e+01,2.063698e+01,2.062209e+01,2.058672e+01,2.054064e+01,2.049741e+01,2.039036e+01,2.039036e+01,2.039036e+01,2.038714e+01,2.038714e+01,2.036132e+01,2.030010e+01,2.029728e+01,2.029728e+01,2.018913e+01,2.013842e+01,2.013091e+01,2.011302e+01,2.005707e+01,2.002921e+01,2.002805e+01,1.997736e+01,1.985822e+01,1.983828e+01,1.983828e+01,1.978382e+01,1.978241e+01,1.977305e+01,1.974087e+01,1.971924e+01,1.966851e+01,1.966851e+01,1.962160e+01,1.961873e+01,1.960762e+01,1.960102e+01,1.959733e+01,1.958097e+01,1.955258e+01,1.952123e+01,1.950359e+01,1.947326e+01,1.947224e+01,1.939458e+01,1.939458e+01,1.938927e+01,1.938090e+01,1.934177e+01,1.933886e+01,1.933530e+01,1.926670e+01,1.925356e+01,1.923287e+01,1.919894e+01,1.917241e+01,1.912835e+01,1.910918e+01,1.910918e+01,1.910918e+01,1.906169e+01,1.905051e+01,1.905051e+01,1.902759e+01,1.900515e+01,1.900515e+01,1.899005e+01,1.898301e+01,1.898301e+01,1.893588e+01,1.891182e+01,1.889538e+01,1.887691e+01,1.886802e+01,1.886802e+01,1.880703e+01,1.880703e+01,1.871065e+01,1.871065e+01,1.863069e+01,1.862937e+01,1.855030e+01,1.850742e+01,1.845971e+01,1.845971e+01,1.842197e+01,1.840830e+01,1.840830e+01,1.823412e+01,1.820672e+01,1.814612e+01,1.811244e+01,1.805587e+01,1.791914e+01,1.790717e+01,1.790717e+01,1.786920e+01,1.784265e+01,1.782896e+01
Ackley,SSA,2.062924e+01,1.808079e+01,1.581510e+01,1.516109e+01,1.464297e+01,1.422068e+01,1.394293e+01,1.368446e+01,1.359719e+01,1.345747e+01,1.330272e+01,1.316988e+01,1.311204e+01,1.308088e+01,1.306528e+01,1.298824e+01,1.291586e+01,1.287592e+01,1.285766e+01,1.280939e+01,1.277363e+01,1.276645e+01,1.275186e+01,1.275186e+01,1.271312e+01,1.267397e+01,1.267397e+01,1.267397e+01,1.267397e+01,1.267397e+01,1.267397e+01,1.267397e+01,1.267397e+01,1.267397e+01,1.267397e+01,1.267397e+01,1.267397e+01,1.267397e+01,1.267397e+01,1.267397e+01,1.267397e+01,1.261437e+01,1.243528e+01,1.239606e+01,1.238159e+01,1.237220e+01,1.236181e+01,1.228514e+01,1.226142e+01,1.224517e+01,1.217924e+01,1.214747e+01,1.214318e+01,1.210702e+01,1.203772e+01,1.202988e+01,1.202591e+01,1.195338e+01,1.195338e+01,1.195338e+01,1.192575e+01,1.192438e+01,1.190344e+01,1.188989e+01,1.187836e+01,1.186144e+01,1.185452e+01,1.184514e+01,1.183733e+01,1.183489e+01,1.182507e+01,1.181739e+01,1.181442e+01,1.181329e+01,1.180897e+01,1.180508e+01,1.180382e+01,1.180150e+01,1.180028e+01,1.179949e+01,1.179895e+01,1.179884e+01,1.179884e+01,1.179816e+01,1.179815e+01,1.179815e+01,1.179811e+01,1.179810e+01,1.179801e+01,1.179796e+01,1.179789e+01,1.179783e+01,1.179778e+01,1.179778e+01,1.179777e+01,1.179776e+01,1.179775e+01,1.179775e+01,1.179774e+01,1.179774e+01,1.179773e+01
Ackley,HHO,2.056207e+01,2.025092e+01,1.862660e+01,1.844005e+01,1.828573e+01,1.818548e+01,1.810194e+01,1.504351e+01,1.426290e+01,1.423957e+01,1.417415e+01,1.345339e+01,1.333851e+01,1.221410e+01,1.206703e+01,1.144782e+01,1.109440e+01,1.100714e+01,1.081380e+01,1.080173e+01,9.887803e+00,8.926683e+00,8.829477e+00,8.607575e+00,7.758530e+00,6.063577e+00,5.849183e+00,5.514858e+00,5.099413e+00,5.045065e+00,5.001947e+00,4.960499e+00,4.339410e+00,4.275885e+00,3.443555e+00,2.569082e+00,2.330614e+00,1.984636e+00,1.808307e+00,1.273852e+00,1.273480e+00,1.199652e+00,9.790891e-01,9.687894e-01,9.030226e-01,6.033863e-01,5.457062e-01,4.242678e-01,3.729969e-01,1.612213e-01,1.362655e-01,1.272429e-01,1.103365e-01,1.041881e-01,9.694381e-02,9.187833e-02,8.600035e-02,8.512302e-02,8.463754e-02,8.458968e-02,8.173372e-02,6.609657e-02,5.567296e-02,4.629359e-02,4.504915e-02,4.426081e-02,4.215285e-02,3.556929e-02,2.799722e-02,2.181681e-02,2.010809e-02,1.955298e-02,1.954471e-02,1.899805e-02,1.716535e-02,1.528678e-02,1.489415e-02,1.478544e-02,1.310920e-02,1.259219e-02,1.240525e-02,1.232790e-02,1.226000e-02,1.151507e-02,1.133248e-02,1.127032e-02,1.121123e-02,1.120741e-02,1.083957e-02,1.065772e-02,1.052869e-02,1.048045e-02,1.040760e-02,1.035853e-02,1.035223e-02,1.032894e-02,1.032046e-02,1.032012e-02,1.031293e-02,1.031233e-02,1.030501e-02
Ackley,MPA,2.069792e+01,2.038104e+01,1.999939e+01,1.979585e+01,1.926413e+01,1.897251e+01,1.833880e+01,1.805067e+01,1.765847e+01,1.745579e+01,1.702717e+01,1.671366e+01,1.662898e+01,1.660922e+01,1.658809e+01,1.657282e+01,1.657282e+01,1.657006e+01,1.654207e+01,1.654207e+01,1.654207e+01,1.654207e+01,1.654207e+01,1.654207e+01,1.654207e+01,1.654207e+01,1.654207e+01,1.654207e+01,1.654207e+01,1.654207e+01,1.654207e+01,1.654207e+01,1.654207e+01,1.654207e+01,1.654207e+01,1.551700e+01,1.481979e+01,1.421523e+01,1.384515e+01,1.340252e+01,1.285474e+01,1.245004e+01,1.194033e+01,1.154393e+01,1.108618e+01,1.053784e+01,1.022581e+01,9.898854e+00,9.627465e+00,9.333812e+00,9.068463e+00,8.833140e+00,8.483005e+00,8.151036e+00,7.862938e+00,7.645365e+00,7.422560e+00,7.265620e+00,7.103949e+00,6.959587e+00,6.766127e+00,6.637492e+00,6.506275e+00,6.354627e+00,6.198956e+00,6.072242e+00,5.974068e+00,5.886266e+00,5.511253e+00,5.420968e+00,5.343719e+00,5.206737e+00,5.149898e+00,5.116631e+00,5.080246e+00,5.056130e+00,5.032792e+00,5.008140e+00,4.991034e+00,4.974416e+00,4.959312e+00,4.946022e+00,4.930061e+00,4.862349e+00,4.802268e+00,4.761013e+00,4.754006e+00,4.747634e+00,4.712582e+00,4.708491e+00,4.705012e+00,4.686773e+00,4.658255e+00,4.637189e+00,4.618288e+00,4.601482e+00,4.594758e+00,4.586040e+00,4.580980e+00,4.579593e+00,4.579072e+00
Ackley,GA,2.070012e+01,2.064987e+01,2.057163e+01,2.051194e+01,2.046849e+01,2.042823e+01,2.036688e+01,2.031972e+01,2.027064e+01,2.019400e+01,2.016785e+01,2.013450e+01,2.010978e+01,2.007117e+01,2.005326e+01,2.002019e+01,1.997101e+01,1.992409e+01,1.989790e+01,1.987992e+01,1.986439e+01,1.977228e+01,1.976152e+01,1.972589e+01,1.970569e+01,1.966935e+01,1.961882e+01,1.958958e+01,1.956853e+01,1.953151e+01,1.946891e+01,1.944202e+01,1.938681e+01,1.931490e+01,1.924973e+01,1.922995e+01,1.910107e+01,1.909991e+01,1.906507e+01,1.905021e+01,1.900268e+01,1.891422e+01,1.890846e+01,1.886011e+01,1.885012e+01,1.882708e+01,1.881118e+01,1.875707e+01,1.872170e+01,1.865663e+01,1.861917e+01,1.861300e+01,1.858267e+01,1.854768e+01,1.851897e+01,1.848414e+01,1.836826e+01,1.822409e+01,1.820836e+01,1.796434e+01,1.787508e+01,1.774740e+01,1.767611e+01,1.757800e+01,1.756576e+01,1.751434e+01,1.741288e+01,1.725867e+01,1.714479e+01,1.713554e+01,1.712378e+01,1.706202e+01,1.691893e+01,1.684815e+01,1.664874e+01,1.645589e+01,1.625870e+01,1.615846e+01,1.609013e+01,1.602930e+01,1.599151e+01,1.594683e+01,1.582394e+01,1.570391e+01,1.555343e+01,1.538139e+01,1.530699e+01,1.524586e+01,1.516013e+01,1.509086e+01,1.496913e+01,1.469681e+01,1.463455e+01,1.450987e+01,1.445614e+01,1.439079e+01,1.404845e+01,1.403867e+01,1.401835e+01,1.397835e+01,1.387143e+01
Ackley,DE,2.071575e+01,2.070148e+01,2.064481e+01,2.062432e+01,2.050179e+01,2.046664e+01,2.041137e+01,2.036803e+01,2.031588e+01,2.028847e+01,2.028847e+01,2.021482e+01,2.018210e+01,2.017481e+01,2.014937e+01,2.014937e+01,2.014692e+01,2.012554e+01,2.009940e+01,2.007267e+01,2.007267e+01,2.005500e+01,2.003861e+01,2.003861e+01,2.000032e+01,1.999910e+01,1.999910e+01,1.999134e+01,1.999103e+01,1.999103e+01,1.999095e+01,1.999095e+01,1.997341e+01,1.997341e+01,1.997112e+01,1.996735e+01,1.996585e+01,1.996585e+01,1.996585e+01,1.996584e+01,1.996584e+01,1.996551e+01,1.996551e+01,1.996547e+01,1.996547e+01,1.996547e+01,1.996547e+01,1.996547e+01,1.996419e+01,1.996419e+01,1.996405e+01,1.996405e+01,1.996405e+01,1.996313e+01,1.996313e+01,1.996313e+01,1.996313e+01,1.996313e+01,1.996313e+01,1.996313e+01,1.996313e+01,1.996305e+01,1.996305e+01,1.996305e+01,1.996301e+01,1.996268e+01,1.996268e+01,1.996242e+01,1.996236e+01,1.996200e+01,1.996200e+01,1.996200e+01,1.996200e+01,1.996200e+01,1.996200e+01,1.996200e+01,1.996200e+01,1.996200e+01,1.996200e+01,1.996200e+01,1.996148e+01,1.996148e+01,1.996146e+01,1.996145e+01,1.996145e+01,1.996145e+01,1.996145e+01,1.996123e+01,1.996123e+01,1.996123e+01,1.996123e+01,1.996123e+01,1.996123e+01,1.996123e+01,1.996120e+01,1.996120e+01,1.996120e+01,1.996120e+01,1.996120e+01,1.996118e+01,1.996118e+01
Ackley,ES,2.066395e+01,2.058472e+01,2.040318e+01,2.017948e+01,2.010097e+01,1.998153e+01,1.996395e+01,1.996278e+01,1.996263e+01,1.996240e+01,1.996240e+01,1.996240e+01,1.996213e+01,1.996213e+01,1.996207e+01,1.996207e+01,1.996164e+01,1.996164e+01,1.996164e+01,1.996164e+01,1.996164e+01,1.996164e+01,1.996164e+01,1.996164e+01,1.996164e+01,1.996164e+01,1.996164e+01,1.996164e+01,1.996164e+01,1.996164e+01,1.996164e+01,1.996164e+01,1.996164e+01,1.996164e+01,1.996164e+01,1.996164e+01,1.996164e+01,1.996164e+01,1.996164e+01,1.996164e+01,1.996139e+01,1.996139e+01,1.996139e+01,1.996139e+01,1.996139e+01,1.996139e+01,1.996139e+01,1.996139e+01,1.996139e+01,1.996139e+01,1.996139e+01,1.996139e+01,1.996139e+01,1.996139e+01,1.996139e+01,1.996139e+01,1.996139e+01,1.996139e+01,1.996139e+01,1.996139e+01,1.996139e+01,1.996139e+01,1.996139e+01,1.996139e+01,1.996139e+01,1.996139e+01,1.996139e+01,1.996139e+01,1.996139e+01,1.996139e+01,1.996139e+01,1.996139e+01,1.996139e+01,1.996139e+01,1.996139e+01,1.996139e+01,1.996139e+01,1.996139e+01,1.996139e+01,1.996139e+01,1.996139e+01,1.996138e+01,1.996138e+01,1.996138e+01,1.996138e+01,1.996138e+01,1.996138e+01,1.996138e+01,1.996138e+01,1.996138e+01,1.996138e+01,1.996138e+01,1.996138e+01,1.996138e+01,1.996138e+01,1.996138e+01,1.996138e+01,1.996138e+01,1.996138e+01,1.996138e+01,1.996138e+01
Ackley,EP,2.061542e+01,2.047282e+01,2.021391e+01,2.000605e+01,1.956114e+01,1.887503e+01,1.827805e+01,1.707319e+01,1.587342e+01,1.509244e+01,1.402095e+01,1.315141e+01,1.110706e+01,9.549487e+00,8.997306e+00,8.041697e+00,7.499495e+00,6.524917e+00,5.503501e+00,5.216148e+00,4.816426e+00,4.162845e+00,3.930421e+00,3.088273e+00,2.796452e+00,2.322892e+00,2.137271e+00,1.667642e+00,1.477624e+00,1.275146e+00,9.482736e-01,6.166769e-01,4.593254e-01,4.449222e-01,3.590402e-01,3.173498e-01,2.578452e-01,1.434860e-01,1.312929e-01,9.424698e-02,8.218020e-02,4.615470e-02,3.680768e-02,3.386676e-02,3.064026e-02,1.857784e-02,1.515169e-02,1.146086e-02,1.099170e-02,9.655029e-03,7.405607e-03,6.647570e-03,5.283015e-03,4.858182e-03,3.921867e-03,3.813014e-03,3.314155e-03,2.406486e-03,2.019620e-03,2.014908e-03,1.604825e-03,1.488236e-03,1.380093e-03,1.123906e-03,1.032728e-03,9.057873e-04,7.570542e-04,6.989062e-04,6.380160e-04,5.465849e-04,5.021869e-04,4.621954e-04,4.387501e-04,4.263270e-04,3.785312e-04,3.636478e-04,3.227703e-04,3.077658e-04,2.803333e-04,2.726043e-04,2.624005e-04,2.523281e-04,2.430467e-04,2.279281e-04,2.198097e-04,2.097290e-04,2.037662e-04,1.992380e-04,1.914905e-04,1.831604e-04,1.801034e-04,1.773801e-04,1.731277e-04,1.671707e-04,1.645858e-04,1.638629e-04,1.633678e-04,1.613531e-04,1.610396e-04,1.599464e-04,1.598301e-04
Ackley,GSA,2.079387e+01,1.996528e+01,1.996528e+01,1.996528e+01,1.996528e+01,1.996515e+01,1.996515e+01,1.996515e+01,1.996496e+01,1.996496e+01,1.996496e+01,1.996496e+01,1.996496e+01,1.994262e+01,1.956443e+01,1.924719e+01,1.869947e+01,1.821401e+01,1.781582e+01,1.757851e+01,1.721653e+01,1.686219e+01,1.657755e+01,1.634729e+01,1.612690e+01,1.603955e+01,1.600669e+01,1.599510e+01,1.591906e+01,1.590219e+01,1.589005e+01,1.588430e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01,1.586083e+01
Ackley,MVO,2.067288e+01,2.062273e+01,2.059703e+01,2.053905e+01,2.047516e+01,2.042369e+01,2.034670e+01,2.025311e+01,2.018066e+01,2.015472e+01,1.982257e+01,1.979040e+01,1.976937e+01,1.967947e+01,1.953334e+01,1.936977e+01,1.927018e+01,1.909260e+01,1.897445e+01,1.890132e+01,1.889591e+01,1.879770e+01,1.846185e+01,1.828299e+01,1.801215e+01,1.777440e+01,1.762762e+01,1.732171e+01,1.707527e+01,1.698344e+01,1.673835e+01,1.638365e+01,1.625216e+01,1.622783e+01,1.601304e+01,1.596217e+01,1.581592e+01,1.553770e+01,1.529780e+01,1.496498e+01,1.482438e+01,1.456239e+01,1.402751e+01,1.388621e+01,1.369476e+01,1.363162e+01,1.314134e+01,1.285488e+01,1.269684e+01,1.260790e+01,1.237908e+01,1.229322e+01,1.197196e+01,1.180376e+01,1.180346e+01,1.175502e+01,1.175502e+01,1.175146e+01,1.166252e+01,1.150529e+01,1.127902e+01,1.104187e+01,1.060884e+01,1.048169e+01,1.022941e+01,1.005646e+01,9.879650e+00,9.721554e+00,9.608689e+00,9.532515e+00,9.527171e+00,9.495843e+00,9.457245e+00,9.355892e+00,9.222853e+00,9.079973e+00,8.917434e+00,8.688386e+00,8.526294e+00,8.389375e+00,8.273493e+00,7.987376e+00,7.963388e+00,7.963037e+00,7.949497e+00,7.922065e+00,7.839978e+00,7.671901e+00,7.554136e+00,7.377008e+00,7.335286e+00,7.299865e+00,7.117141e+00,7.019772e+00,6.971508e+00,6.809622e+00,6.632847e+00,6.567758e+00,6.456794e+00,6.364245e+00,6.299663e+00
Ackley,SCA,2.064838e+01,2.055080e+01,2.052778e+01,2.048339e+01,2.045259e+01,2.041103e+01,2.040348e+01,2.040348e+01,2.038538e+01,2.038538e+01,2.038538e+01,2.038538e+01,2.038538e+01,2.038538e+01,2.038538e+01,2.038538e+01,2.038538e+01,2.038538e+01,2.038538e+01,2.036819e+01,2.036819e+01,2.036819e+01,2.036819e+01,2.036819e+01,2.036819e+01,2.036819e+01,2.036819e+01,2.034256e+01,2.024296e+01,2.024296e+01,2.024296e+01,2.024296e+01,2.024296e+01,2.007098e+01,2.004954e+01,2.004954e+01,2.004954e+01,2.004954e+01,1.984059e+01,1.980277e+01,1.980277e+01,1.958302e+01,1.957185e+01,1.953207e+01,1.953207e+01,1.944824e+01,1.941632e+01,1.940205e+01,1.937247e+01,1.864049e+01,1.850294e+01,1.821423e+01,1.821423e+01,1.812577e+01,1.812577e+01,1.801882e+01,1.739445e+01,1.734328e+01,1.734328e+01,1.734328e+01,1.734328e+01,1.734328e+01,1.724512e+01,1.711978e+01,1.683131e+01,1.668003e+01,1.661019e+01,1.661019e+01,1.661019e+01,1.661019e+01,1.657356e+01,1.657356e+01,1.657356e+01,1.657356e+01,1.657356e+01,1.657356e+01,1.657356e+01,1.657356e+01,1.657356e+01,1.657356e+01,1.657356e+01,1.640016e+01,1.640016e+01,1.639348e+01,1.638659e+01,1.637042e+01,1.637042e+01,1.635365e+01,1.635365e+01,1.634165e+01,1.634165e+01,1.634165e+01,1.624879e+01,1.624879e+01,1.624494e+01,1.622548e+01,1.622548e+01,1.622548e+01,1.622316e+01,1.621468e+01,1.621468e+01
Ackley,AOA,2.072544e+01,1.101434e+01,2.159049e+00,2.117637e-01,4.649943e-02,2.510344e-02,2.510344e-02,2.485270e-02,2.485270e-02,2.478928e-02,2.385420e-02,1.965735e-02,1.965735e-02,1.965735e-02,1.965735e-02,1.965735e-02,1.965735e-02,1.965735e-02,1.965735e-02,1.965735e-02,1.911939e-02,1.911939e-02,1.911939e-02,1.911939e-02,1.911939e-02,1.911939e-02,1.911939e-02,1.911939e-02,1.911939e-02,1.897548e-02,1.897548e-02,1.897548e-02,1.897548e-02,1.897548e-02,1.897548e-02,1.897548e-02,1.897548e-02,1.897548e-02,1.897548e-02,1.897548e-02,1.897548e-02,1.897548e-02,1.875022e-02,1.875022e-02,1.848353e-02,1.848353e-02,1.833779e-02,1.833779e-02,1.779936e-02,1.765363e-02,1.730800e-02,1.730800e-02,1.730800e-02,1.730800e-02,1.730800e-02,1.730800e-02,1.667220e-02,1.667220e-02,1.651982e-02,1.649383e-02,1.592056e-02,1.592056e-02,1.525395e-02,1.525127e-02,1.468188e-02,1.468188e-02,1.468188e-02,1.467579e-02,1.467579e-02,1.438180e-02,1.430504e-02,1.308480e-02,1.308480e-02,1.307221e-02,1.303318e-02,1.303318e-02,1.252943e-02,1.203089e-02,1.201154e-02,1.157581e-02,1.151882e-02,1.125212e-02,1.107928e-02,1.045064e-02,1.043062e-02,9.971762e-03,9.582001e-03,9.276771e-03,8.931191e-03,8.326055e-03,7.847466e-03,7.407487e-03,7.240113e-03,6.800930e-03,6.253040e-03,5.861338e-03,5.414418e-03,5.119841e-03,4.820950e-03,4.647028e-03,4.647028e-03
