Benchmark,Algorithm,Run,BestFitness,Time_s,Conv_0,Conv_1,Conv_2,Conv_3,Conv_4,Conv_5,Conv_6,Conv_7,Conv_8,Conv_9,Conv_10,Conv_11,Conv_12,Conv_13,Conv_14,Conv_15,Conv_16,Conv_17,Conv_18,Conv_19,Conv_20,Conv_21,Conv_22,Conv_23,Conv_24,Conv_25,Conv_26,Conv_27,Conv_28,Conv_29,Conv_30,Conv_31,Conv_32,Conv_33,Conv_34,Conv_35,Conv_36,Conv_37,Conv_38,Conv_39,Conv_40,Conv_41,Conv_42,Conv_43,Conv_44,Conv_45,Conv_46,Conv_47,Conv_48,Conv_49,Conv_50,Conv_51,Conv_52,Conv_53,Conv_54,Conv_55,Conv_56,Conv_57,Conv_58,Conv_59,Conv_60,Conv_61,Conv_62,Conv_63,Conv_64,Conv_65,Conv_66,Conv_67,Conv_68,Conv_69,Conv_70,Conv_71,Conv_72,Conv_73,Conv_74,Conv_75,Conv_76,Conv_77,Conv_78,Conv_79,Conv_80,Conv_81,Conv_82,Conv_83,Conv_84,Conv_85,Conv_86,Conv_87,Conv_88,Conv_89,Conv_90,Conv_91,Conv_92,Conv_93,Conv_94,Conv_95,Conv_96,Conv_97,Conv_98,Conv_99,Conv_100
Rastrigin,WOA,1,166.83305634212687,0.0398,441.7494595708678,441.7494595708678,430.5993648208465,404.75154624628743,404.75154624628743,404.75154624628743,384.4646540335351,384.4646540335351,379.776921913417,377.95872029462475,377.95872029462475,325.24333999520763,322.77574538701697,291.7898556289724,291.7898556289724,291.7898556289724,276.7517963521714,272.305953729949,247.91854408795808,247.91854408795808,247.91854408795808,247.91854408795808,247.91854408795808,244.75672046934582,240.3371902993735,239.73316395150476,239.53507828710934,239.53507828710934,233.50551694109996,231.92358372869444,231.92358372869444,228.89631247928205,228.89631247928205,226.3854051104621,223.73358903965024,219.28725290480477,219.28725290480477,216.21116973580928,215.32740469825836,210.40167215330598,208.28804102040945,208.28804102040945,208.28804102040945,205.7311159202273,205.62977870036386,203.24392717328527,201.28895283423532,201.28895283423532,201.28895283423532,199.60333045083019,198.3093387660296,196.8529150811331,193.15781869650414,190.35063577387808,190.35063577387808,190.2411145889289,190.2411145889289,190.2380044482308,189.30923403861152,187.50943626625178,187.50943626625178,187.50943626625178,186.51153551212047,186.06932662197127,186.06932662197127,186.06932662197127,185.37589708989063,185.19387074015992,185.19387074015992,185.18256052611184,185.18256052611184,185.11708356985037,185.11708356985037,185.03423297237617,185.03423297237617,184.67325912820644,184.5029280127511,184.5029280127511,184.27606644258046,184.27606644258046,184.27606644258046,183.71639563082104,183.71639563082104,182.03311313326103,182.03311313326103,181.5540873958845,181.5540873958845,181.5505352872538,181.38261729345095,180.68325074981354,180.32243834937333,179.89405263123558,179.89405263123558,179.89405263123558,179.89405263123558,174.9753562166116,174.9091770815815,171.9716412766142,171.0277024649361,168.20799921961384,166.83305634212687
Rastrigin,WOA,2,144.36565128322314,0.0438,437.28532649411625,428.66824576764475,366.75619741132374,350.93779128357994,350.93779128357994,333.84623925440496,332.5387963298405,328.15921553366377,313.35191080050186,293.06232725246264,284.1480704841158,284.1480704841158,282.3665768012437,282.3665768012437,282.3665768012437,277.9404080830165,273.44035645347594,262.2598757772709,234.15006517722992,234.15006517722992,234.15006517722992,234.15006517722992,230.66420144212896,225.16383324176624,225.16383324176624,225.16383324176624,225.14761670863808,225.14761670863808,224.3594394537248,220.28387217657476,193.35527524304965,193.35527524304965,193.35527524304965,193.18096383981754,183.83230276679882,183.83230276679882,183.83230276679882,183.83230276679882,176.9376596657592,176.18027036348008,176.18027036348008,175.74375860630175,175.74375860630175,175.74375860630175,175.74375860630175,175.74375860630175,175.74375860630175,175.68295984390215,175.07035144768204,175.07035144768204,175.07035144768204,174.98796322892548,174.98796322892548,174.47612523454615,174.47612523454615,170.5256522925851,170.5256522925851,163.8564391148359,163.8564391148359,163.8564391148359,163.8564391148359,163.604618718359,163.604618718359,162.9976556015587,162.53305372950257,162.53305372950257,162.53257714366862,158.0323418372006,158.0323418372006,157.63162990600892,157.63162990600892,157.24301920898682,157.24301920898682,157.24301920898682,157.20792323580838,156.69237312617517,156.51634267622032,155.46702091076864,155.22915267973298,154.90935469230232,153.36531212971119,152.20628333895675,151.98765300185352,151.98765300185352,151.98625499011342,151.98625499011342,151.88432088869354,151.88432088869354,150.28770651753078,150.2378633025464,149.7182727689299,149.58800458713986,149.566161785424,149.47629390896788,149.11697635151504,148.65092234970163,148.4479796671753,145.91025441435173,145.90525555963262,145.41084643983322,144.36565128322314
Rastrigin,WOA,3,168.84901977834994,0.0416,422.8783098637702,422.8783098637702,422.8783098637702,369.09649890638417,369.09649890638417,364.40159664526533,362.288962986843,328.37734807674667,311.11862573508233,307.18361296794205,303.13079162254945,256.8484622176202,256.8484622176202,250.23467183342095,241.4342190951873,241.4342190951873,239.26848997799758,235.52440666819285,235.52440666819285,235.52440666819285,235.52440666819285,235.52440666819285,235.52440666819285,235.52440666819285,235.52440666819285,235.1616731531854,226.62431190575762,226.62431190575762,226.62431190575762,225.98929585536763,225.68518440451635,220.6502362175354,220.3587283909075,218.08586584540473,217.00027104367788,217.00027104367788,213.2218130044522,213.2218130044522,212.59784540389978,212.59784540389978,211.1089405028342,209.7037642495984,206.8612093822204,206.8612093822204,206.8612093822204,206.6664620823266,206.6664620823266,205.42409602903092,205.2565691603009,205.2565691603009,205.21153191664632,203.30899430041507,202.18655206082224,201.71441696343297,201.71441696343297,201.71441696343297,201.32844219363415,201.32844219363415,201.32844219363415,201.32844219363415,198.2804052984976,195.21862102796246,195.21862102796246,194.5053645716961,193.89812103842286,193.89812103842286,193.89812103842286,192.65509321940976,192.28473401006187,192.28473401006187,189.2273991749957,187.7870077399791,185.51834891726008,185.51834891726008,185.51834891726008,185.51834891726008,185.51834891726008,185.51834891726008,181.35309067416497,180.182907190469,180.182907190469,180.09582545261065,180.00592352362284,180.00592352362284,178.5439868579237,178.5439868579237,177.96385401692172,177.85591711213146,177.5249916851405,176.9604084061497,176.9604084061497,176.9604084061497,176.90816205586077,176.90816205586077,176.4838049076306,175.90229228061804,175.8196540662454,175.73262550247085,171.82647123150142,169.99177311596293,168.84901977834994
Rastrigin,WOA,4,316.20054181785895,0.0419,434.5248932359658,434.5248932359658,434.5248932359658,434.5248932359658,432.8177773385012,408.6601282740198,408.6601282740198,408.6601282740198,408.6601282740198,399.31616251397134,399.31616251397134,399.31616251397134,389.7947050064451,389.7947050064451,388.70497253776443,385.1757311896219,385.1757311896219,376.2746457763982,376.2746457763982,372.83483768268326,372.83483768268326,372.5515218122734,372.2997049695269,372.2997049695269,372.2997049695269,372.2997049695269,372.2997049695269,372.2997049695269,371.44290674851163,367.8086899735707,364.74771455998024,362.7588672449108,361.88542577424954,361.77510657527114,361.45682874234836,361.45682874234836,361.45682874234836,361.45682874234836,354.7800981268367,354.7800981268367,354.7800981268367,354.7800981268367,350.83172693129274,349.8590145306725,346.76032897159257,346.3967429667782,346.3967429667782,346.3967429667782,346.3967429667782,346.3967429667782,346.3967429667782,345.2058590496103,344.39085631395784,344.39085631395784,344.39085631395784,344.39085631395784,344.33464542559256,343.8770367848848,343.8770367848848,343.8770367848848,343.8770367848848,343.6987945356161,343.6110661386623,343.6110661386623,343.1288819395612,343.1288819395612,343.1288819395612,337.99584899754075,337.99584899754075,337.33339866002336,337.1331874189372,337.1331874189372,337.1331874189372,337.1080487446311,336.67804393987336,336.67804393987336,334.42386049611775,334.42386049611775,333.6151144947016,333.5914050834943,332.0355485609746,332.0355485609746,332.0355485609746,330.1581131488691,330.1581131488691,329.8363632458898,329.8363632458898,329.8363632458898,329.8363632458898,329.7458337439401,329.7458337439401,329.7096201713343,328.9266250570542,328.9266250570542,328.15779109946345,327.906155406527,327.4174353200144,326.3503324549123,325.014674427157,319.9417152890626,316.20054181785895
Rastrigin,WOA,5,149.2099108363296,0.0359,409.74681718766254,409.74681718766254,399.7989978030039,380.436859842951,377.73725500681957,364.1245566956168,344.6965882185271,308.94427491501756,295.40868106045525,295.40868106045525,295.40868106045525,294.3181645141869,294.3181645141869,288.86667395754415,288.85684796888535,288.62746053272315,288.62746053272315,288.1950270481145,287.93135354628583,287.93135354628583,287.93135354628583,284.07103392581917,284.07103392581917,284.07103392581917,282.8841446772214,278.9652450998302,278.9652450998302,278.9652450998302,278.9652450998302,262.38697159491977,254.12468493658352,254.12468493658352,254.12468493658352,254.12468493658352,253.26119164262838,235.8072786630269,234.58506458809526,223.63770187155785,220.4496440243742,220.4013796330796,220.00344658007057,219.73270986576534,219.73270986576534,219.73270986576534,219.73270986576534,219.73270986576534,219.73270986576534,218.6799892115303,218.6799892115303,218.67436142126795,214.53265961614005,210.64156634690897,199.59186097579217,199.59186097579217,198.41024834142502,197.0250591809886,192.2341972413173,192.2341972413173,190.11018389177195,190.11018389177195,190.11018389177195,180.93227550048334,180.37832925261506,178.56598390112728,178.56598390112728,178.2981540643122,172.57433132921557,172.38000904390208,172.38000904390208,171.8767970296427,169.8921916744536,169.40022357149206,169.40022357149206,167.65018943715285,164.5471161043626,164.4867512467794,162.74658688765751,161.32021562991525,159.9117436582393,159.76661717513613,159.76661717513613,159.25279752686617,158.71980304812848,156.37791058679062,155.88988946269316,155.77992690917281,155.77992690917281,155.77992690917281,154.73612333692355,153.66245992946403,152.87482035676047,152.87482035676047,152.59146450828638,152.5788021343609,152.5720518401755,152.5720518401755,152.5720518401755,152.10531875739576,150.20992436075716,150.03681660872547,149.2099108363296
Rastrigin,MFO,1,233.92032347022013,0.0258,446.1098348323105,446.1098348323105,446.1098348323105,446.1098348323105,446.1098348323105,446.1098348323105,446.1098348323105,446.1098348323105,446.1098348323105,446.1098348323105,446.1098348323105,446.1098348323105,446.1098348323105,446.1098348323105,440.7619554024802,440.7619554024802,430.6115008057501,423.58842375408926,423.58842375408926,395.21227622477187,395.21227622477187,395.21227622477187,395.21227622477187,395.21227622477187,395.21227622477187,395.21227622477187,395.21227622477187,395.21227622477187,395.21227622477187,395.21227622477187,395.21227622477187,394.1780346632719,394.1780346632719,394.1780346632719,394.1780346632719,394.1780346632719,394.1780346632719,394.1780346632719,384.01208274047684,382.0273761392024,382.0273761392024,380.16763448133617,380.16763448133617,361.00757841217114,361.00757841217114,361.00757841217114,361.00757841217114,361.00757841217114,352.711668487891,352.711668487891,352.711668487891,350.7151019616625,334.4930655189364,334.4930655189364,334.4930655189364,334.4930655189364,320.2107156252907,320.2107156252907,320.2107156252907,320.03312260211726,320.03312260211726,309.89824546186475,309.89824546186475,309.1756490232493,309.1756490232493,307.95464715190906,301.3723643648259,301.3723643648259,301.16278793871203,292.7480109390451,286.2024029067995,286.2024029067995,286.2024029067995,286.2024029067995,286.2024029067995,286.2024029067995,285.26678693037593,285.26678693037593,276.7965129644391,267.2781901547793,267.2781901547793,267.2781901547793,267.2781901547793,266.9419613514816,266.9419613514816,266.9419613514816,252.97738146444624,252.97738146444624,252.97738146444624,252.97738146444624,243.29101177197177,243.29101177197177,243.29101177197177,243.29101177197177,243.29101177197177,243.29101177197177,240.46778718700432,237.71948698486324,237.71948698486324,233.92032347022013,233.92032347022013
Rastrigin,MFO,2,136.89995281375988,0.0495,405.66852774186003,405.66852774186003,405.66852774186003,405.66852774186003,405.66852774186003,405.66852774186003,405.66852774186003,405.66852774186003,405.66852774186003,395.5315369553435,395.5315369553435,395.5315369553435,395.5315369553435,395.5315369553435,395.5315369553435,375.1601491681176,375.1601491681176,375.1601491681176,375.1601491681176,336.73317799934836,336.73317799934836,336.73317799934836,336.73317799934836,336.73317799934836,336.73317799934836,329.29122585059696,329.29122585059696,320.25613891988337,320.25613891988337,320.25613891988337,320.25613891988337,320.25613891988337,320.25613891988337,320.25613891988337,320.25613891988337,320.25613891988337,320.25613891988337,320.25613891988337,320.25613891988337,311.1242472670633,311.1242472670633,311.1242472670633,311.1242472670633,311.1242472670633,307.91930393306416,307.91930393306416,302.9377769345601,294.81342877139247,283.2063401865709,263.1142099679181,263.1142099679181,263.1142099679181,263.1142099679181,263.1142099679181,263.1142099679181,252.23834544572793,252.23834544572793,252.23834544572793,229.20003612132572,229.20003612132572,229.20003612132572,229.20003612132572,228.36368897869215,224.4732058247665,219.3904786816566,219.3904786816566,219.3904786816566,213.57200734943243,213.57200734943243,197.2748607012356,197.2748607012356,197.2748607012356,197.2748607012356,193.56864310698114,193.56864310698114,189.77966996849779,189.77966996849779,189.77966996849779,189.77966996849779,189.77966996849779,189.77966996849779,183.93875438496457,183.93875438496457,181.98432395043426,168.64908211467338,168.64908211467338,168.64908211467338,168.64908211467338,168.64908211467338,159.12185970090815,146.22641138520078,146.22641138520078,146.22641138520078,146.22641138520078,146.22641138520078,143.7928357950314,141.25586342635899,141.25586342635899,141.25586342635899,141.25586342635899,136.89995281375988
Rastrigin,MFO,3,252.20467478395443,0.0412,441.32181450159504,441.32181450159504,441.32181450159504,441.32181450159504,441.32181450159504,430.8309559422594,430.8309559422594,427.63740900185996,427.63740900185996,427.63740900185996,427.63740900185996,400.54310777160197,400.54310777160197,400.54310777160197,400.54310777160197,400.54310777160197,400.54310777160197,400.54310777160197,400.54310777160197,400.54310777160197,400.54310777160197,400.54310777160197,390.0928030922918,390.0928030922918,375.7263832824975,373.94000922511907,373.94000922511907,373.94000922511907,373.94000922511907,373.94000922511907,373.94000922511907,373.94000922511907,373.94000922511907,373.94000922511907,359.91613262231897,359.91613262231897,359.91613262231897,359.91613262231897,359.91613262231897,359.91613262231897,359.91613262231897,359.91613262231897,359.91613262231897,359.91613262231897,356.9665935762618,356.9665935762618,353.9866179256662,353.9866179256662,349.88069392209144,349.88069392209144,349.88069392209144,349.88069392209144,349.88069392209144,338.10979902289125,338.10979902289125,338.10979902289125,338.10979902289125,338.10979902289125,338.10979902289125,337.56046257508405,331.6514313271744,324.95981346787744,324.95981346787744,319.7263550511411,319.7263550511411,319.7263550511411,319.7263550511411,319.7263550511411,319.7263550511411,319.7263550511411,319.7263550511411,315.7843872642027,315.7843872642027,315.7843872642027,312.81506738735277,310.2477334480148,306.2297471229895,306.2297471229895,306.2297471229895,303.5200994449191,303.5200994449191,303.5200994449191,295.6793706203818,295.6793706203818,295.6793706203818,295.6793706203818,295.6793706203818,295.6793706203818,295.6793706203818,295.6793706203818,278.10074898201185,278.10074898201185,278.10074898201185,278.10074898201185,260.74548969947597,260.74548969947597,260.74548969947597,252.5913464545389,252.5913464545389,252.20467478395443,252.20467478395443
Rastrigin,MFO,4,247.0886909960556,0.0338,434.37744676036607,434.37744676036607,434.37744676036607,425.6247500294311,425.6247500294311,425.6247500294311,425.6247500294311,425.6247500294311,397.5748829389813,397.5748829389813,397.5748829389813,393.7719175897231,348.9651706527046,348.9651706527046,348.9651706527046,348.9651706527046,348.9651706527046,348.9651706527046,348.9651706527046,348.9651706527046,348.9651706527046,345.7169485664716,345.7169485664716,345.7169485664716,345.7169485664716,345.7169485664716,339.6295736169728,339.6295736169728,339.6295736169728,339.6295736169728,339.6295736169728,339.5989597230703,339.5989597230703,339.5989597230703,326.90331208886255,326.90331208886255,326.90331208886255,321.35181211067845,321.35181211067845,314.1415744520401,314.1415744520401,314.1415744520401,314.1415744520401,314.1415744520401,314.1415744520401,310.50349150585225,294.16915665381,294.16915665381,294.16915665381,294.16915665381,294.16915665381,293.69554629573906,293.69554629573906,293.69554629573906,293.69554629573906,293.69554629573906,293.69554629573906,293.69554629573906,286.5639730812573,286.5639730812573,286.5639730812573,285.07173739278545,282.7557376111879,282.7557376111879,282.7557376111879,280.25943003126275,277.40674800205016,276.50610716324684,269.3139784812757,269.3139784812757,269.3139784812757,269.3139784812757,269.3139784812757,267.01951137015783,261.3369572262604,261.3369572262604,261.3369572262604,261.3369572262604,261.3369572262604,261.3369572262604,261.3369572262604,261.3369572262604,261.3369572262604,261.3369572262604,261.3369572262604,261.2405377847114,260.3408218216561,260.0798170460814,255.77453732772497,255.77453732772497,255.77453732772497,254.82786218913333,251.55463458190133,251.55463458190133,251.24810348589324,250.5599298232762,249.8226800190066,249.29882167576187,249.04960648797808,247.95813395151998,247.0886909960556
Rastrigin,MFO,5,205.15145178084128,0.0253,489.22382282506175,489.22382282506175,489.22382282506175,487.2942582675631,487.2942582675631,485.7496725307031,485.7496725307031,446.51324363624155,417.11741789473194,417.11741789473194,417.11741789473194,417.11741789473194,417.11741789473194,417.11741789473194,417.11741789473194,414.8375421283858,414.8375421283858,414.8375421283858,414.3140344923246,393.6266575170224,350.54618444989626,350.54618444989626,350.54618444989626,350.54618444989626,350.54618444989626,350.54618444989626,350.54618444989626,350.54618444989626,350.54618444989626,350.54618444989626,341.24745337529123,341.24745337529123,341.24745337529123,335.8047995508868,334.574848323065,334.574848323065,334.574848323065,332.9455715215592,332.9455715215592,332.9455715215592,332.9455715215592,323.31699381182307,323.31699381182307,323.31699381182307,323.065512517197,315.4284990395525,314.9132752788452,314.9132752788452,313.35410677012464,313.35410677012464,313.35410677012464,298.6016058773596,298.6016058773596,298.6016058773596,296.00157519987175,296.00157519987175,296.00157519987175,275.65108144166953,275.65108144166953,275.65108144166953,275.65108144166953,275.65108144166953,275.65108144166953,275.65108144166953,275.65108144166953,275.65108144166953,275.4263821201749,275.4263821201749,275.4263821201749,275.4263821201749,275.4263821201749,260.0670241834691,260.0670241834691,256.08009168496835,256.08009168496835,256.08009168496835,256.08009168496835,256.08009168496835,246.99417925523122,246.99417925523122,246.99417925523122,237.98050122564274,237.98050122564274,237.98050122564274,231.7186067189847,231.7186067189847,231.7186067189847,231.7186067189847,231.7186067189847,231.7186067189847,229.6078443183702,227.04482034839688,221.85560647483624,221.85560647483624,221.85560647483624,221.85560647483624,217.1790662268209,217.1790662268209,215.86122484996375,210.37016118939732,205.15145178084128
Rastrigin,SSA,1,166.11191610577384,0.0246,448.89964201156954,266.1063956604987,266.1063956604987,214.78768867980727,214.78768867980727,214.78768867980727,203.90344978815364,203.90344978815364,203.90344978815364,203.90344978815364,203.90344978815364,203.90344978815364,203.90344978815364,203.90344978815364,203.90344978815364,203.90344978815364,203.90344978815364,203.90344978815364,203.90344978815364,203.90344978815364,203.90344978815364,203.90344978815364,203.90344978815364,203.90344978815364,203.90344978815364,203.90344978815364,203.90344978815364,203.90344978815364,203.90344978815364,203.90344978815364,203.90344978815364,203.90344978815364,203.90344978815364,203.90344978815364,203.90344978815364,203.90344978815364,203.90344978815364,203.90344978815364,203.90344978815364,203.90344978815364,203.90344978815364,203.90344978815364,203.90344978815364,203.90344978815364,203.90344978815364,203.90344978815364,182.204414028805,182.204414028805,182.204414028805,182.204414028805,182.204414028805,182.204414028805,182.204414028805,182.204414028805,182.204414028805,182.204414028805,178.67894119047216,178.67894119047216,175.63636950044997,167.9130731156129,167.9130731156129,167.9130731156129,167.79706426862148,167.79706426862148,167.79706426862148,167.79706426862148,167.79706426862148,167.61705552546184,167.61705552546184,166.69491669219778,166.3392674370467,166.25276873140933,166.25276873140933,166.25276873140933,166.25276873140933,166.18378059638638,166.18378059638638,166.18378059638638,166.17364447731998,166.17364447731998,166.1529683061883,166.1529683061883,166.1529683061883,166.1326808103888,166.1326808103888,166.11977665907102,166.11977665907102,166.11977665907102,166.11977665907102,166.11977665907102,166.11977665907102,166.116541382788,166.116541382788,166.11341308431545,166.11341308431545,166.11341308431545,166.11250643985218,166.11203653099733,166.11191610577384,166.11191610577384,166.11191610577384
Rastrigin,SSA,2,203.69769197172445,0.0232,452.397723910653,325.1992587966309,263.3984631839605,251.52602669368292,251.52602669368292,251.52602669368292,251.52602669368292,233.331896691772,233.331896691772,233.331896691772,233.331896691772,233.331896691772,233.331896691772,233.331896691772,233.331896691772,233.331896691772,233.331896691772,233.331896691772,233.331896691772,233.331896691772,233.331896691772,233.331896691772,233.331896691772,233.331896691772,233.331896691772,233.331896691772,233.331896691772,233.331896691772,233.331896691772,233.331896691772,233.331896691772,233.331896691772,233.331896691772,233.331896691772,233.331896691772,233.331896691772,233.331896691772,233.331896691772,233.331896691772,233.331896691772,233.331896691772,233.331896691772,233.331896691772,233.331896691772,233.331896691772,233.331896691772,233.331896691772,233.331896691772,229.1650160606622,220.02810959443136,213.4397098992151,213.4397098992151,213.4397098992151,213.4397098992151,213.4397098992151,213.4397098992151,213.4397098992151,213.4397098992151,213.4397098992151,213.4397098992151,213.4397098992151,213.4397098992151,213.4397098992151,211.88043005776686,210.03699985052918,209.62461447212348,206.7431909175417,204.3787430473257,204.3787430473257,204.3787430473257,204.3787430473257,204.27750330173603,204.26389602260917,204.26389602260917,204.01029713365386,204.01029713365386,204.01029713365386,203.91404583510868,203.73833997163382,203.73833997163382,203.73833997163382,203.73833997163382,203.73833997163382,203.73833997163382,203.7255424411872,203.7255424411872,203.70289723528083,203.70289723528083,203.70289723528083,203.70289723528083,203.70289723528083,203.6990401801612,203.69840704660686,203.69840704660686,203.69840704660686,203.69840704660686,203.69840704660686,203.69840704660686,203.69805275921095,203.6979419517004,203.69769197172445
Rastrigin,SSA,3,186.6599689102954,0.0263,480.8793796819877,316.86035167430305,239.2377178967169,239.2377178967169,239.2377178967169,239.2377178967169,239.2377178967169,239.2377178967169,239.2377178967169,239.2377178967169,236.46289078623778,225.07896102119662,218.77041661299302,217.0692889238593,217.0692889238593,217.0692889238593,217.0692889238593,217.0692889238593,217.0692889238593,217.0692889238593,217.0692889238593,217.0692889238593,217.0692889238593,217.0692889238593,217.0692889238593,217.0692889238593,217.0692889238593,217.0692889238593,217.0692889238593,217.0692889238593,217.0692889238593,217.0692889238593,217.0692889238593,217.0692889238593,217.0692889238593,217.0692889238593,217.0692889238593,217.0692889238593,217.0692889238593,217.0692889238593,217.0692889238593,217.0692889238593,217.0692889238593,217.0692889238593,217.0692889238593,217.0692889238593,217.0692889238593,217.0692889238593,217.0692889238593,217.0692889238593,217.0692889238593,217.0692889238593,217.0692889238593,217.0692889238593,205.40763748790937,205.40763748790937,199.92659534013328,194.46997509642244,194.46997509642244,194.46997509642244,194.46997509642244,191.99218224236654,190.2047906287345,188.91293508505368,188.91293508505368,188.91293508505368,188.91293508505368,188.91293508505368,188.91293508505368,187.85351799817659,187.85351799817659,187.53716642341317,187.33160492251545,187.33160492251545,187.205537756895,187.08217903012883,186.82643629781518,186.82643629781518,186.82643629781518,186.77237803213114,186.73339830344685,186.71062759943987,186.71062759943987,186.67748826562195,186.67748826562195,186.66523679881925,186.66523679881925,186.66523679881925,186.66477388609297,186.66477388609297,186.66477388609297,186.66466866593228,186.66246564744893,186.6613027353347,186.66110715006585,186.66082317165524,186.66081066731653,186.66081066731653,186.66040359015238,186.660058532926,186.6599689102954
Rastrigin,SSA,4,205.36735819079814,0.0251,420.9671775771419,300.220581765639,269.53270036351915,252.24350010015084,252.24350010015084,252.24350010015084,252.24350010015084,247.17087738835767,247.17087738835767,247.17087738835767,247.17087738835767,247.17087738835767,247.17087738835767,247.17087738835767,247.17087738835767,247.17087738835767,247.17087738835767,247.17087738835767,247.17087738835767,247.17087738835767,247.17087738835767,247.17087738835767,247.17087738835767,247.17087738835767,247.17087738835767,247.17087738835767,247.17087738835767,247.17087738835767,247.17087738835767,247.17087738835767,247.17087738835767,243.8572370707484,233.95456817758975,230.26807265494918,230.26807265494918,230.26807265494918,230.26807265494918,230.26807265494918,230.26807265494918,230.26807265494918,230.26807265494918,230.26807265494918,230.26807265494918,230.26807265494918,230.26807265494918,230.26807265494918,230.26807265494918,230.26807265494918,230.26807265494918,230.26807265494918,230.26807265494918,230.26807265494918,230.26807265494918,222.3497117201282,222.3497117201282,208.03475635686306,208.03475635686306,208.03475635686306,208.03475635686306,208.03475635686306,208.03475635686306,208.03475635686306,208.03475635686306,208.03475635686306,208.03475635686306,208.03475635686306,208.03475635686306,206.09849103853716,206.09849103853716,206.09849103853716,206.03319283880106,206.03319283880106,205.8651109681905,205.8606985654929,205.56660148691992,205.5063919801555,205.5063919801555,205.48927989815235,205.43407448033196,205.43407448033196,205.43407448033196,205.43407448033196,205.43407448033196,205.43399786829553,205.40260668225665,205.40260668225665,205.3837406658676,205.37580405104399,205.37580405104399,205.37502793101237,205.37201599051212,205.37201599051212,205.37201599051212,205.37201599051212,205.36937297699538,205.36857621464523,205.36797428583242,205.36797428583242,205.36797428583242,205.36764716891273,205.36735819079814
Rastrigin,SSA,5,212.4420340316545,0.0250,438.69408928794974,277.9773808995223,232.5103836609536,232.5103836609536,232.5103836609536,232.5103836609536,232.5103836609536,232.5103836609536,232.5103836609536,232.5103836609536,221.95243036315918,221.95243036315918,221.95243036315918,221.95243036315918,221.95243036315918,221.95243036315918,221.95243036315918,221.95243036315918,221.95243036315918,221.95243036315918,221.95243036315918,221.95243036315918,221.95243036315918,221.95243036315918,221.95243036315918,221.95243036315918,221.95243036315918,221.95243036315918,221.95243036315918,221.95243036315918,221.95243036315918,221.95243036315918,221.95243036315918,221.95243036315918,221.95243036315918,221.95243036315918,221.95243036315918,221.95243036315918,221.95243036315918,221.95243036315918,221.95243036315918,221.95243036315918,221.95243036315918,221.95243036315918,221.95243036315918,221.95243036315918,221.95243036315918,221.95243036315918,221.95243036315918,221.95243036315918,221.95243036315918,221.95243036315918,221.95243036315918,221.95243036315918,218.98514838162436,218.98514838162436,218.98514838162436,218.98514838162436,218.98514838162436,218.98514838162436,218.98514838162436,216.37602180954514,216.37602180954514,216.37602180954514,216.37602180954514,216.37602180954514,216.35471483385348,216.3024472499043,214.12509719270943,214.12509719270943,213.44601812909627,213.44601812909627,213.44601812909627,213.44601812909627,212.75022596491647,212.55917142031734,212.55917142031734,212.55917142031734,212.457078031557,212.457078031557,212.457078031557,212.457078031557,212.457078031557,212.457078031557,212.457078031557,212.457078031557,212.457078031557,212.457078031557,212.4513294470729,212.4513294470729,212.44547244785133,212.44547244785133,212.44468507293146,212.44468507293146,212.4429294899001,212.4429294899001,212.4429294899001,212.44236369157926,212.44236369157926,212.44236369157926,212.4420340316545
Rastrigin,HHO,1,55.66271514015148,0.0495,439.57891944387217,439.57891944387217,439.57891944387217,404.40999702622435,400.83982608747027,400.83982608747027,400.83982608747027,400.83982608747027,354.5834700306569,354.5834700306569,354.5834700306569,354.5834700306569,354.5834700306569,354.5834700306569,354.5834700306569,354.5834700306569,354.5834700306569,343.2449874835496,245.61832825617057,103.98270429896473,103.98270429896473,81.47083546108414,81.47083546108414,81.47083546108414,79.73542483046865,79.73542483046865,79.73542483046865,79.73542483046865,79.73542483046865,79.73542483046865,79.73542483046865,72.88277549715764,72.88277549715764,72.88277549715764,62.94255802537245,62.94255802537245,62.94255802537245,62.94255802537245,62.94255802537245,62.94255802537245,62.94255802537245,62.94255802537245,62.94255802537245,62.94255802537245,62.93726179115865,62.93726179115865,62.93726179115865,62.93726179115865,62.93726179115865,62.784833830418506,62.784833830418506,60.031063076133165,60.031063076133165,60.031063076133165,60.031063076133165,60.031063076133165,59.725389902323684,59.64116069407311,59.18498846512912,59.18498846512912,59.18498846512912,59.18498846512912,59.12951232739229,59.082248515902535,59.04730423018441,59.04730423018441,58.69267183487196,58.47310945520448,58.462717999288856,58.455857755527205,58.455857755527205,58.06055307319528,58.03559976378074,58.01562967698112,58.00845941186688,57.59268996942936,57.094840602256255,57.094840602256255,56.93311166426642,56.88612263538826,56.8814625687144,56.8814625687144,56.88131132925662,56.08168353393074,56.01824219479613,55.70622197025867,55.70622197025867,55.662813934354006,55.662813934354006,55.662813934354006,55.662813934354006,55.662720527223286,55.662720527223286,55.66271545954362,55.66271545954362,55.66271545954362,55.66271545151852,55.66271545151852,55.662715151778656,55.662715151778656,55.66271514015148
