Benchmark,Algorithm,Run,BestFitness,Time_s,Conv_0,Conv_1,Conv_2,Conv_3,Conv_4,Conv_5,Conv_6,Conv_7,Conv_8,Conv_9,Conv_10,Conv_11,Conv_12,Conv_13,Conv_14,Conv_15,Conv_16,Conv_17,Conv_18,Conv_19,Conv_20,Conv_21,Conv_22,Conv_23,Conv_24,Conv_25,Conv_26,Conv_27,Conv_28,Conv_29,Conv_30,Conv_31,Conv_32,Conv_33,Conv_34,Conv_35,Conv_36,Conv_37,Conv_38,Conv_39,Conv_40,Conv_41,Conv_42,Conv_43,Conv_44,Conv_45,Conv_46,Conv_47,Conv_48,Conv_49,Conv_50,Conv_51,Conv_52,Conv_53,Conv_54,Conv_55,Conv_56,Conv_57,Conv_58,Conv_59,Conv_60,Conv_61,Conv_62,Conv_63,Conv_64,Conv_65,Conv_66,Conv_67,Conv_68,Conv_69,Conv_70,Conv_71,Conv_72,Conv_73,Conv_74,Conv_75,Conv_76,Conv_77,Conv_78,Conv_79,Conv_80,Conv_81,Conv_82,Conv_83,Conv_84,Conv_85,Conv_86,Conv_87,Conv_88,Conv_89,Conv_90,Conv_91,Conv_92,Conv_93,Conv_94,Conv_95,Conv_96,Conv_97,Conv_98,Conv_99,Conv_100
Rastrigin,AOA,4,8.965340992972415e-05,0.1235,440.59077007776034,30.14670355175133,0.15483714605920795,0.014290379018007116,0.00469770893266741,0.00469770893266741,0.00469770893266741,0.00469770893266741,0.00469770893266741,0.00469770893266741,0.00469770893266741,0.00469770893266741,0.00469770893266741,0.00469770893266741,0.00469770893266741,0.00469770893266741,0.00469770893266741,0.00469770893266741,0.00469770893266741,0.00469770893266741,0.00469770893266741,0.004480034367418284,0.004480034367418284,0.004480034367418284,0.004480034367418284,0.004480034367418284,0.004480034367418284,0.004480034367418284,0.004480034367418284,0.004480034367418284,0.004480034367418284,0.004480034367418284,0.004480034367418284,0.004480034367418284,0.004480034367418284,0.004480034367418284,0.004480034367418284,0.004480034367418284,0.004480034367418284,0.004480034367418284,0.004480034367418284,0.004480034367418284,0.004480034367418284,0.004480034367418284,0.004480034367418284,0.004480034367418284,0.004480034367418284,0.004480034367418284,0.003845187012188944,0.0033177731096998286,0.0033177731096998286,0.0033177731096998286,0.0033177731096998286,0.0029778138656979536,0.0029778138656979536,0.0029778138656979536,0.0029778138656979536,0.0029778138656979536,0.0029778138656979536,0.0029778138656979536,0.00256234020565671,0.00227778585571059,0.00227778585571059,0.00227778585571059,0.00227778585571059,0.0017819907334910567,0.0017819907334910567,0.0017819907334910567,0.0017580839665356507,0.0017580839665356507,0.0017580839665356507,0.0017580839665356507,0.0017580839665356507,0.0017192341274494538,0.001608751006131115,0.001097100311142185,0.001097100311142185,0.001097100311142185,0.001097100311142185,0.0009169707046225994,0.0009169707046225994,0.0006754445533942999,0.0006754445533942999,0.0006754445533942999,0.0006754445533942999,0.0006754445533942999,0.0006456521909967705,0.0006456521909967705,0.0005744491413679498,0.00044073790229504084,0.0003707190167574481,0.0003707190167574481,0.0003003309909104246,0.0003003309909104246,0.00025115872080050394,0.00017743798224501006,0.00014717932401708822,0.00011828907372546382,9.740433472416044e-05,8.965340992972415e-05,8.965340992972415e-05
Rastrigin,AOA,5,0.00010527475188837343,0.1178,405.9973141703776,37.137996350883725,0.640584178568929,0.011136706503975802,0.011136706503975802,0.011136706503975802,0.003888966916406389,0.003888966916406389,0.003888966916406389,0.003888966916406389,0.003888966916406389,0.003888966916406389,0.003888966916406389,0.003888966916406389,0.003888966916406389,0.003888966916406389,0.003888966916406389,0.003888966916406389,0.003888966916406389,0.003888966916406389,0.003888966916406389,0.003888966916406389,0.003888966916406389,0.003888966916406389,0.003888966916406389,0.003888966916406389,0.003888966916406389,0.003888966916406389,0.003888966916406389,0.003888966916406389,0.003888966916406389,0.003888966916406389,0.003888966916406389,0.003888966916406389,0.003888966916406389,0.003888966916406389,0.003888966916406389,0.003888966916406389,0.003888966916406389,0.003888966916406389,0.003888966916406389,0.003888966916406389,0.003888966916406389,0.003888966916406389,0.003888966916406389,0.003888966916406389,0.003888966916406389,0.003888966916406389,0.003888966916406389,0.003888966916406389,0.003888966916406389,0.003888966916406389,0.003623377372491632,0.003623377372491632,0.003623377372491632,0.003623377372491632,0.002518974402164531,0.002518974402164531,0.002518974402164531,0.002518974402164531,0.002518974402164531,0.002518974402164531,0.002518974402164531,0.002518974402164531,0.002518974402164531,0.002518974402164531,0.002230755947948637,0.00204291712475424,0.00204291712475424,0.00204291712475424,0.0020176703442871258,0.00197596469496375,0.00197596469496375,0.00197596469496375,0.0019337122013780572,0.0017936114941790038,0.001332221381915133,0.001332221381915133,0.001245061370127587,0.001245061370127587,0.0009118177616187495,0.0009118177616187495,0.000827086415768008,0.000827086415768008,0.0006849845204328631,0.0006849845204328631,0.0006725605993551653,0.0006686252275471816,0.0005165230903116935,0.0005165230903116935,0.0004578235143526399,0.00044395784215112144,0.00031175200979305373,0.0002512205722382532,0.0002083320696328883,0.00017452306485665758,0.00014823438732491923,0.00013809375519713285,0.00011552310860452053,0.00010527475188837343,0.00010527475188837343
Rastrigin,TLBO,1,117.95359970555205,0.0566,447.7383032549077,367.1577325215889,299.85786631812186,299.85786631812186,299.85786631812186,288.9136353653402,288.9136353653402,264.0286024585504,264.0286024585504,253.88117876011913,242.34753279210076,233.29602583465027,177.7262184627433,177.7262184627433,177.7262184627433,177.7262184627433,177.7262184627433,177.7262184627433,177.7262184627433,177.7262184627433,177.7262184627433,177.7262184627433,177.7262184627433,177.7262184627433,177.7262184627433,177.7262184627433,177.7262184627433,177.7262184627433,177.7262184627433,177.7262184627433,177.7262184627433,177.7262184627433,177.7262184627433,177.7262184627433,177.7262184627433,175.9322567607798,175.9322567607798,164.649033265664,164.649033265664,164.649033265664,164.649033265664,164.649033265664,164.649033265664,164.649033265664,164.649033265664,164.649033265664,164.649033265664,164.649033265664,164.649033265664,164.649033265664,164.649033265664,164.649033265664,164.649033265664,164.649033265664,149.2183490108906,149.2183490108906,149.2183490108906,149.2183490108906,149.2183490108906,149.2183490108906,149.2183490108906,149.2183490108906,149.2183490108906,149.2183490108906,149.2183490108906,149.2183490108906,149.2183490108906,149.2183490108906,149.2183490108906,129.34068594363418,129.34068594363418,129.34068594363418,129.34068594363418,129.34068594363418,129.34068594363418,129.34068594363418,129.34068594363418,129.34068594363418,129.34068594363418,117.95359970555205,117.95359970555205,117.95359970555205,117.95359970555205,117.95359970555205,117.95359970555205,117.95359970555205,117.95359970555205,117.95359970555205,117.95359970555205,117.95359970555205,117.95359970555205,117.95359970555205,117.95359970555205,117.95359970555205,117.95359970555205,117.95359970555205,117.95359970555205,117.95359970555205,117.95359970555205,117.95359970555205,117.95359970555205
Rastrigin,TLBO,2,153.7463330166306,0.0618,442.1241098894153,304.6294915578414,304.6294915578414,304.5345901991476,259.6693520901223,259.6693520901223,222.05877489207813,222.05877489207813,222.05877489207813,222.05877489207813,215.6557732036975,215.6557732036975,215.6557732036975,215.6557732036975,208.46560148846814,208.46560148846814,208.46560148846814,208.46560148846814,208.46560148846814,208.46560148846814,208.46560148846814,208.46560148846814,206.50203347170049,206.50203347170049,172.43849582026843,172.43849582026843,172.43849582026843,172.43849582026843,172.43849582026843,172.43849582026843,172.43849582026843,172.43849582026843,172.43849582026843,172.43849582026843,172.43849582026843,172.43849582026843,172.43849582026843,166.46125618256096,166.46125618256096,166.46125618256096,166.46125618256096,166.46125618256096,166.46125618256096,166.46125618256096,166.46125618256096,166.46125618256096,166.46125618256096,166.46125618256096,166.46125618256096,166.46125618256096,166.46125618256096,166.46125618256096,166.46125618256096,166.46125618256096,166.46125618256096,165.23252871521746,158.22109084329526,158.22109084329526,158.22109084329526,158.22109084329526,158.22109084329526,158.22109084329526,158.22109084329526,158.22109084329526,158.22109084329526,158.22109084329526,158.22109084329526,158.22109084329526,158.22109084329526,158.22109084329526,158.22109084329526,158.22109084329526,158.22109084329526,158.22109084329526,158.22109084329526,158.22109084329526,158.22109084329526,158.22109084329526,158.22109084329526,158.22109084329526,158.22109084329526,158.22109084329526,158.22109084329526,153.7463330166306,153.7463330166306,153.7463330166306,153.7463330166306,153.7463330166306,153.7463330166306,153.7463330166306,153.7463330166306,153.7463330166306,153.7463330166306,153.7463330166306,153.7463330166306,153.7463330166306,153.7463330166306,153.7463330166306,153.7463330166306,153.7463330166306,153.7463330166306
Rastrigin,TLBO,3,103.76674566770555,0.0573,427.6238302137704,383.4371057809865,351.753919841571,323.016774060402,251.30453229514774,251.30453229514774,251.30453229514774,210.92165243769088,210.92165243769088,210.92165243769088,210.92165243769088,210.92165243769088,192.7058951684032,192.7058951684032,192.7058951684032,192.7058951684032,192.7058951684032,192.7058951684032,192.7058951684032,192.7058951684032,192.7058951684032,183.0389378538436,183.0389378538436,183.0389378538436,183.0389378538436,183.0389378538436,183.0389378538436,183.0389378538436,183.0389378538436,183.0389378538436,183.0389378538436,183.0389378538436,183.0389378538436,183.0389378538436,183.0389378538436,183.0389378538436,183.0389378538436,183.0389378538436,183.0389378538436,172.8994737247192,172.8994737247192,172.8994737247192,172.8994737247192,172.8994737247192,172.8994737247192,172.8994737247192,172.8994737247192,172.8994737247192,172.8994737247192,172.8994737247192,172.8994737247192,172.8994737247192,168.22339207960366,168.22339207960366,168.22339207960366,168.22339207960366,168.22339207960366,168.22339207960366,168.22339207960366,168.22339207960366,163.24176495397174,142.92647705494994,142.92647705494994,142.92647705494994,142.92647705494994,142.92647705494994,142.92647705494994,142.92647705494994,142.92647705494994,142.92647705494994,142.92647705494994,142.92647705494994,142.92647705494994,142.92647705494994,142.92647705494994,142.92647705494994,142.92647705494994,142.92647705494994,142.92647705494994,142.92647705494994,142.92647705494994,140.47665737588235,140.47665737588235,140.47665737588235,140.47665737588235,140.47665737588235,140.47665737588235,140.47665737588235,140.47665737588235,139.89616995028393,139.89616995028393,139.89616995028393,139.89616995028393,112.94763444031523,112.94763444031523,112.94763444031523,103.76674566770555,103.76674566770555,103.76674566770555,103.76674566770555,103.76674566770555
Rastrigin,TLBO,4,47.34795435688821,0.0597,437.17235913007806,389.881580103718,276.56477972592234,276.56477972592234,251.72465644995194,251.72465644995194,247.9357111236256,246.71585785954147,203.38341085070726,203.38341085070726,203.38341085070726,203.38341085070726,203.38341085070726,203.38341085070726,196.43472747388415,189.1705852188372,189.1705852188372,189.1705852188372,189.1705852188372,189.1705852188372,189.1705852188372,189.1705852188372,189.1705852188372,183.63827708950635,183.63827708950635,183.63827708950635,183.63827708950635,183.63827708950635,183.63827708950635,183.63827708950635,183.63827708950635,183.63827708950635,183.63827708950635,176.92948477301363,176.92948477301363,176.92948477301363,176.92948477301363,169.72407574978106,169.72407574978106,169.72407574978106,169.72407574978106,169.72407574978106,169.72407574978106,169.72407574978106,146.75424158934842,146.75424158934842,146.75424158934842,146.75424158934842,146.75424158934842,121.60226291078365,121.60226291078365,121.60226291078365,121.60226291078365,121.60226291078365,121.60226291078365,121.60226291078365,121.60226291078365,121.60226291078365,121.60226291078365,121.60226291078365,121.60226291078365,121.60226291078365,121.20974262723837,121.20974262723837,121.20974262723837,121.20974262723837,121.20974262723837,119.32249332515491,111.62115487918825,111.62115487918825,103.28804045816608,101.23749476637815,86.4754104422073,86.4754104422073,86.4754104422073,86.4754104422073,86.03763800504308,85.67353742409492,80.16390669669107,77.50497303934819,71.47439437418748,64.58854511463264,64.58854511463264,64.58854511463264,58.31374971019497,58.31374971019497,58.31374971019497,58.31374971019497,56.99240163379889,53.6796704904782,53.6796704904782,51.92571583810434,49.2267481461748,49.2267481461748,49.2267481461748,49.099441318382986,48.61985735183072,48.61985735183072,47.34795435688821,47.34795435688821,47.34795435688821
Rastrigin,TLBO,5,23.26455612002144,0.0681,410.7170967897746,299.2891147172104,299.2891147172104,299.2891147172104,299.2891147172104,229.09420972437948,227.3998302829844,227.3998302829844,188.5793603897426,188.5793603897426,188.5793603897426,188.5793603897426,188.5793603897426,188.5793603897426,188.5793603897426,188.5793603897426,188.5793603897426,188.5793603897426,188.5793603897426,188.5793603897426,188.5793603897426,188.5793603897426,171.1322955268508,171.1322955268508,171.1322955268508,171.1322955268508,171.1322955268508,171.1322955268508,171.1322955268508,171.1322955268508,171.1322955268508,171.1322955268508,171.1322955268508,171.1322955268508,171.1322955268508,171.1322955268508,145.52111007583287,145.52111007583287,145.52111007583287,133.72888393889093,133.72888393889093,133.72888393889093,133.72888393889093,133.72888393889093,133.72888393889093,133.72888393889093,133.72888393889093,133.72888393889093,133.72888393889093,133.72888393889093,133.72888393889093,133.72888393889093,133.72888393889093,112.59357039772328,106.08361500114609,97.20435513474553,97.20435513474553,97.20435513474553,97.20435513474553,86.88989553799291,86.88989553799291,86.88989553799291,86.88989553799291,86.88989553799291,86.88989553799291,84.65877927798266,84.65877927798266,80.52310213966845,74.79487886437158,70.52127312678203,64.67715652066826,64.67715652066826,57.77061315620145,56.91839224140381,56.91839224140381,55.71785218187301,47.25260940408623,47.25260940408623,47.25260940408623,45.12171838800137,43.54553896747933,43.53694780417095,41.710137105059744,38.13695574872543,38.020933157595834,35.55365897809895,32.57744304387592,31.797122379584152,31.797122379584152,31.751326651168085,31.751326651168085,30.399882548126925,29.83420273775937,28.685940050752947,26.60984149829011,25.875971337704982,25.875971337704982,25.190093512224678,24.3207189343417,23.75747847206128,23.26455612002144
Rastrigin,JA,1,343.12901544015136,0.0268,433.26836428682464,433.26836428682464,431.42870432721134,431.42870432721134,431.42870432721134,431.42870432721134,431.42870432721134,431.42870432721134,423.69119832176705,423.69119832176705,423.69119832176705,423.69119832176705,423.69119832176705,423.69119832176705,423.69119832176705,423.69119832176705,423.69119832176705,422.76597270753325,416.3899231790234,393.95924759475366,393.95924759475366,373.73384131816135,373.73384131816135,373.73384131816135,373.73384131816135,359.0792874594753,359.0792874594753,359.0792874594753,349.8780105540144,349.8780105540144,349.8780105540144,349.8780105540144,349.8780105540144,349.8780105540144,349.8780105540144,349.8780105540144,349.8780105540144,349.8780105540144,349.8780105540144,349.8780105540144,349.8780105540144,349.8780105540144,349.8780105540144,349.8780105540144,349.8780105540144,349.8780105540144,349.8780105540144,349.8780105540144,349.8780105540144,349.8780105540144,349.8780105540144,349.8780105540144,349.8780105540144,349.8780105540144,349.8780105540144,349.8780105540144,349.8780105540144,349.8780105540144,349.8780105540144,349.8780105540144,349.8780105540144,349.8780105540144,349.8780105540144,349.8780105540144,349.8780105540144,349.8780105540144,349.8780105540144,349.8780105540144,349.8780105540144,349.8780105540144,343.12901544015136,343.12901544015136,343.12901544015136,343.12901544015136,343.12901544015136,343.12901544015136,343.12901544015136,343.12901544015136,343.12901544015136,343.12901544015136,343.12901544015136,343.12901544015136,343.12901544015136,343.12901544015136,343.12901544015136,343.12901544015136,343.12901544015136,343.12901544015136,343.12901544015136,343.12901544015136,343.12901544015136,343.12901544015136,343.12901544015136,343.12901544015136,343.12901544015136,343.12901544015136,343.12901544015136,343.12901544015136,343.12901544015136,343.12901544015136,343.12901544015136
Rastrigin,JA,2,294.7039490943337,0.0362,442.6887384649608,442.5277663988386,442.5277663988386,442.5277663988386,442.5277663988386,442.5277663988386,381.13121087254336,381.13121087254336,381.13121087254336,381.13121087254336,381.13121087254336,381.13121087254336,381.13121087254336,381.13121087254336,381.13121087254336,381.13121087254336,381.13121087254336,381.13121087254336,381.13121087254336,381.13121087254336,381.13121087254336,381.13121087254336,360.61219182113217,360.61219182113217,360.61219182113217,360.61219182113217,360.61219182113217,343.6632416743398,343.6632416743398,343.6632416743398,343.6632416743398,343.6632416743398,343.6632416743398,343.6632416743398,343.6632416743398,343.6632416743398,343.6632416743398,343.6632416743398,343.6632416743398,343.6632416743398,343.6632416743398,343.6632416743398,343.6632416743398,343.6632416743398,343.6632416743398,343.6632416743398,343.6632416743398,343.6632416743398,294.7039490943337,294.7039490943337,294.7039490943337,294.7039490943337,294.7039490943337,294.7039490943337,294.7039490943337,294.7039490943337,294.7039490943337,294.7039490943337,294.7039490943337,294.7039490943337,294.7039490943337,294.7039490943337,294.7039490943337,294.7039490943337,294.7039490943337,294.7039490943337,294.7039490943337,294.7039490943337,294.7039490943337,294.7039490943337,294.7039490943337,294.7039490943337,294.7039490943337,294.7039490943337,294.7039490943337,294.7039490943337,294.7039490943337,294.7039490943337,294.7039490943337,294.7039490943337,294.7039490943337,294.7039490943337,294.7039490943337,294.7039490943337,294.7039490943337,294.7039490943337,294.7039490943337,294.7039490943337,294.7039490943337,294.7039490943337,294.7039490943337,294.7039490943337,294.7039490943337,294.7039490943337,294.7039490943337,294.7039490943337,294.7039490943337,294.7039490943337,294.7039490943337,294.7039490943337,294.7039490943337
Rastrigin,JA,3,357.1138738748706,0.0330,427.6627034985756,427.6627034985756,427.6627034985756,427.6627034985756,427.6627034985756,427.6627034985756,427.6627034985756,427.6627034985756,427.6627034985756,427.6627034985756,427.6627034985756,409.5891349339847,409.5891349339847,409.5891349339847,409.5891349339847,409.5891349339847,409.5891349339847,409.5891349339847,409.5891349339847,409.5891349339847,409.5891349339847,409.5891349339847,409.5891349339847,409.5891349339847,409.5891349339847,407.150946948713,407.150946948713,407.150946948713,407.150946948713,407.150946948713,404.3629026273419,404.3629026273419,404.3629026273419,404.3629026273419,363.8564651829977,363.8564651829977,363.8564651829977,363.8564651829977,363.8564651829977,363.8564651829977,363.8564651829977,363.8564651829977,363.8564651829977,363.8564651829977,363.8564651829977,363.8564651829977,363.8564651829977,363.8564651829977,363.8564651829977,363.8564651829977,363.8564651829977,363.8564651829977,363.8564651829977,363.8564651829977,363.8564651829977,363.8564651829977,363.8564651829977,363.8564651829977,363.8564651829977,363.8564651829977,363.8564651829977,363.8564651829977,363.8564651829977,363.8564651829977,363.8564651829977,363.8564651829977,363.8564651829977,357.1138738748706,357.1138738748706,357.1138738748706,357.1138738748706,357.1138738748706,357.1138738748706,357.1138738748706,357.1138738748706,357.1138738748706,357.1138738748706,357.1138738748706,357.1138738748706,357.1138738748706,357.1138738748706,357.1138738748706,357.1138738748706,357.1138738748706,357.1138738748706,357.1138738748706,357.1138738748706,357.1138738748706,357.1138738748706,357.1138738748706,357.1138738748706,357.1138738748706,357.1138738748706,357.1138738748706,357.1138738748706,357.1138738748706,357.1138738748706,357.1138738748706,357.1138738748706,357.1138738748706,357.1138738748706
Rastrigin,JA,4,337.882803999591,0.0303,458.77366464512676,458.77366464512676,380.755566086538,380.755566086538,380.755566086538,380.755566086538,380.755566086538,380.755566086538,380.755566086538,380.755566086538,380.755566086538,380.755566086538,380.755566086538,380.755566086538,380.755566086538,380.755566086538,380.755566086538,380.755566086538,380.755566086538,380.755566086538,380.755566086538,380.755566086538,380.755566086538,380.755566086538,380.755566086538,380.755566086538,380.755566086538,380.755566086538,380.755566086538,380.755566086538,380.755566086538,380.755566086538,380.755566086538,380.755566086538,380.755566086538,380.755566086538,380.755566086538,358.23872652379833,358.23872652379833,358.23872652379833,358.23872652379833,358.23872652379833,358.23872652379833,358.23872652379833,358.23872652379833,358.23872652379833,358.23872652379833,358.23872652379833,358.23872652379833,358.23872652379833,358.23872652379833,358.23872652379833,345.9010980455527,345.9010980455527,345.9010980455527,345.9010980455527,345.9010980455527,345.9010980455527,345.9010980455527,345.9010980455527,345.9010980455527,345.9010980455527,345.9010980455527,345.9010980455527,345.9010980455527,345.9010980455527,345.9010980455527,345.32861868117834,345.32861868117834,345.32861868117834,345.32861868117834,345.32861868117834,345.32861868117834,345.32861868117834,345.32861868117834,345.32861868117834,345.32861868117834,345.32861868117834,345.32861868117834,345.32861868117834,345.32861868117834,345.32861868117834,345.32861868117834,345.32861868117834,345.32861868117834,345.32861868117834,345.32861868117834,345.32861868117834,337.882803999591,337.882803999591,337.882803999591,337.882803999591,337.882803999591,337.882803999591,337.882803999591,337.882803999591,337.882803999591,337.882803999591,337.882803999591,337.882803999591,337.882803999591
Rastrigin,JA,5,323.55224518269046,0.0276,453.31119472312,453.31119472312,449.3339235382727,449.3339235382727,449.3339235382727,449.3339235382727,449.3339235382727,449.3339235382727,449.3339235382727,449.3339235382727,442.4555487408858,437.2328509610286,437.2328509610286,437.2328509610286,437.2328509610286,437.2328509610286,437.2328509610286,419.2050949658959,399.65931127292123,399.65931127292123,399.65931127292123,399.65931127292123,399.65931127292123,399.65931127292123,399.65931127292123,399.65931127292123,399.65931127292123,399.65931127292123,399.65931127292123,399.65931127292123,399.65931127292123,399.65931127292123,399.65931127292123,399.65931127292123,399.65931127292123,399.65931127292123,399.65931127292123,399.65931127292123,399.65931127292123,391.98803798827424,391.98803798827424,391.9157149379181,391.9157149379181,391.9157149379181,391.9157149379181,391.9157149379181,391.9157149379181,360.6701271488153,355.8840568700721,355.8840568700721,355.8840568700721,355.8840568700721,355.8840568700721,355.8840568700721,355.8840568700721,355.8840568700721,355.8840568700721,355.8840568700721,355.8840568700721,355.8840568700721,351.0952111149601,351.0952111149601,351.0952111149601,351.0952111149601,351.0952111149601,351.0952111149601,351.0952111149601,331.323214412075,331.323214412075,331.323214412075,331.323214412075,331.323214412075,331.323214412075,331.323214412075,331.323214412075,331.323214412075,331.323214412075,331.323214412075,331.323214412075,331.323214412075,331.323214412075,331.323214412075,331.323214412075,331.323214412075,331.323214412075,331.323214412075,331.323214412075,331.323214412075,331.323214412075,331.323214412075,331.323214412075,331.323214412075,323.55224518269046,323.55224518269046,323.55224518269046,323.55224518269046,323.55224518269046,323.55224518269046,323.55224518269046,323.55224518269046,323.55224518269046
Rastrigin,ABC,1,89.40787147415688,0.0420,489.86987390839954,489.86987390839954,458.74902230281486,441.0592631431423,428.3727354186433,428.3727354186433,428.3727354186433,428.3727354186433,405.8783692268029,405.8783692268029,405.8783692268029,390.02814952492383,371.86584772278775,371.86584772278775,371.44645961381747,371.44645961381747,370.3008861493757,365.4077987559425,347.6608081297993,345.81300470719077,335.7831316546779,332.4564709028263,332.4564709028263,332.1107511732283,319.9496795850449,317.69142980822573,315.87353717529123,314.34648095111424,304.46476157475337,296.78466993746775,296.78466993746775,274.0658003073176,268.49958637613696,257.0157252696917,257.0157252696917,257.0157252696917,253.46380370248826,253.46380370248826,253.46380370248826,245.65858486286177,245.65858486286177,245.65858486286177,244.22974497442175,231.04292496362584,219.19297793904616,219.19297793904616,217.4956422697316,217.4956422697316,210.28330365322307,210.28330365322307,210.28330365322307,207.48627440982892,199.92469898322162,191.2171418061348,191.2171418061348,184.20800562506997,184.20800562506997,184.20800562506997,184.20800562506997,184.20800562506997,173.76725922136893,173.76725922136893,173.76725922136893,173.76725922136893,173.76725922136893,173.5684411905311,172.33177864767052,168.79027143873432,168.79027143873432,168.79025817569146,157.88460032019543,157.88460032019543,157.88460032019543,157.88460032019543,156.76088972111913,154.9245364980518,154.9245364980518,152.3639053807292,152.3639053807292,152.3639053807292,144.40800151017737,139.9799209807602,139.9799209807602,132.40616669352443,132.40616669352443,132.40616669352443,132.40616669352443,132.40616669352443,121.37100144576408,121.37100144576408,121.36856322047157,121.36856322047157,113.82310456591142,113.82310456591142,113.82310456591142,113.82310456591142,99.00149333564724,89.85138295797049,89.85138295797049,89.85138295797049,89.40787147415688
Rastrigin,ABC,2,78.86589711125495,0.0442,450.1428857430095,450.1428857430095,450.1428857430095,432.8545676414353,421.1103963396521,408.1854998698816,405.8188993230016,403.41450121428795,393.54522967597234,372.9640090887951,367.05689264541354,367.05689264541354,346.05091841314555,343.53085157646956,343.53085157646956,343.53085157646956,342.834702584207,341.889296846163,318.98595470867616,316.3129505761974,315.43027904382865,282.2807135710952,281.22459096920227,281.22459096920227,266.32296468398596,258.3650868444496,250.18691997561342,250.18691997561342,250.18691997561342,233.5032375411767,217.78007600574307,217.78007600574307,196.5607084523649,196.5607084523649,193.29209880030518,183.29278878939766,183.29278878939766,175.1696720568226,159.73065802473812,156.2882909294528,153.30858064424524,151.5066361921895,142.56863789961844,142.56863789961844,141.2840767765907,141.2840767765907,141.05479976495798,141.05479976495798,136.52350442500756,136.52350442500756,136.52350442500756,133.1784030355701,131.64830400517883,131.64830400517883,120.3085216441718,120.3085216441718,120.3085216441718,118.74453667698859,118.74453667698859,118.74453667698859,118.74453667698859,109.58587237808271,109.58587237808271,109.58587237808271,106.96524728739908,106.48607241424176,106.48607241424176,106.48607241424176,106.48607241424176,106.48607241424176,106.48607241424176,106.48607241424176,106.48607241424176,106.48607241424176,106.48607241424176,104.71717402212366,104.71717402212366,104.71717402212366,104.71717402212366,104.71717402212366,104.71717402212366,104.30132098124707,104.30132098124707,104.30130892572825,102.4372553821527,102.4372553821527,102.4372553821527,102.4372553821527,98.45742352260905,91.827750558422,85.7974802607014,85.7974802607014,85.7974802607014,85.7974802607014,85.7974802607014,85.7974802607014,85.7974802607014,79.107927683186,78.86589711125495,78.86589711125495,78.86589711125495
Rastrigin,ABC,3,109.42781585513978,0.0448,458.692452536747,429.8779080853759,429.8779080853759,417.0294858905743,414.24518793080654,363.8807230004909,363.8807230004909,363.8807230004909,363.8807230004909,327.15840317264536,327.15840317264536,308.95899467896106,303.1547794733156,284.67768198673895,277.83785489936724,277.83785489936724,262.26805191488273,262.26805191488273,262.26805191488273,262.26805191488273,261.54751932700793,259.88428353122765,259.80347405237444,259.80347405237444,259.80347405237444,251.09363136155446,251.09363136155446,251.09363136155446,251.09363136155446,241.51671725453323,228.46410981887175,223.15171431692295,220.07314209176826,219.86515749056667,217.15867908544772,202.81155407572987,202.81155407572987,201.07161941175193,201.07161941175193,201.07161941175193,201.07161941175193,201.07161941175193,200.76632852847197,199.8771947236932,193.67875101141632,193.67875101141632,188.93793091082668,188.93793091082668,184.7910872971963,174.46150734982228,172.18964749655314,172.18964749655314,172.18964749655314,171.83266762754127,171.83266762754127,171.83266762754127,162.94483468530836,160.51499895108506,160.51499895108506,160.51499895108506,160.50945052286636,159.79047549511503,159.79047549511503,157.57256268243867,157.57256268243867,157.57256268243867,151.29061234333054,151.29061234333054,141.52003859758472,141.52003859758472,141.52003859758472,141.1132005409095,136.70499444216884,136.70499444216884,136.70499444216884,136.70499444216884,136.70499444216884,136.70499444216884,136.70499444216884,134.903657884683,134.53912563348848,134.53912563348848,132.69046145710473,130.79667937967375,126.71052867719763,126.71052867719763,126.71052867719763,121.45593791909002,112.15984749814382,112.15984749814382,112.10996541549443,112.10996541549443,112.10996541549443,111.36910214559069,109.53984509645827,109.53984509645827,109.53984509645827,109.53984509645827,109.42781585513978,109.42781585513978,109.42781585513978
